,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,length_diff_abs,token_count_old,token_count_new,token_overlap,old_in_new,new_in_old,levenshtein_distance,edit_distance_ratio,complete_replacement,structure_similarity,high_token_overlap,char_insertions,char_deletions,adjacent_char_swap,avg_word_similarity,has_significant_prefix,has_significant_suffix,full_cosine_similarity
1546,1593665447,111226102,libation cup,description,,-2,description,"""A container used to hold and or pour a liquid in honour of a deity.""",,"""container used to hold and or pour a liquid in honour of a deity""",,string,UPDATE,PROPERTY_VALUE,cup,container used to hold and or pour a liquid in honour of a deity,,,re_formatting,cup,3,15,14,0.8,0,1,3,0.04477611940298507,0,0.9333333333333333,0,0,2,0,4.057142857142857,0,0,0.9917393
1547,991136409,19604,Portsmouth F.C.,description,,-2,description,"""English association football club""",,"""association football club in Portsmouth, England""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in Portsmouth, England",,,"refinement, rewording",,15,4,6,0.42857142857142855,0,0,31,0.6458333333333334,0,0.6666666666666667,0,5,0,0,7.041666666666667,0,0,0.99573505
1549,2280870426,102918,Helene von Nostitz,Q102918$6D6A5ABD-3E86-437D-B7D7-1955A74A434D,,18,image,"""Auguste Rodin, Helene von Nostitz.jpg""",,"""Helene von Nostitz - Auguste Rodin.jpg""",,string,UPDATE,PROPERTY_VALUE,human,German salon-holder and writer,,,"re_formatting, rewording",,1,5,6,0.375,0,0,29,0.7631578947368421,0,0.8333333333333334,0,1,1,0,5.9,0,1,0.9949318
1556,159498944,23891,Andrew Garfield,description,,-2,description,"""actor""",,"""American actor""",,string,UPDATE,PROPERTY_VALUE,human,British-American actor,,,refinement,,9,1,2,0.5,1,0,9,0.6428571428571429,0,0.5,0,6,0,0,4.0,0,1,0.98948526
1558,345066093,257270,Oldwick,label,,-1,label,"""Oldwick, New Jersey""",,"""Oldwick""",,string,UPDATE,PROPERTY_VALUE,"census-designated place in the United States, unincorporated community in the United States","unincorporated community in Hunterdon County, New Jersey",,,unrefinement,,12,3,1,0.0,0,1,12,0.631578947368421,0,0.33333333333333337,0,0,11,0,4.666666666666667,1,0,0.99714965
1560,1570633137,239030,Yma Sumac,Q239030$84d21f56-48ab-aa1c-2671-3651fd938a94,,742,pseudonym,"""Yma Sumac (1950)""",,"""Yma Sumac""",,string,UPDATE,PROPERTY_VALUE,human,Peruvian singer (1922–2008),,,unrefinement,,7,3,2,0.6666666666666666,0,1,7,0.4375,0,0.6666666666666667,0,0,6,0,3.0,1,0,0.9916547
1566,1312048917,99755208,Tim Lowe,description,,-2,description,"""British naval officere""",,"""British naval officer""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,3,3,0.5,0,1,1,0.045454545454545456,0,1.0,0,0,0,0,4.888888888888889,1,0,0.9863531
1567,199642681,464026,blood diamond,label,,-1,label,"""Sodapoppin's bum""",,"""blood diamond""",,string,UPDATE,PROPERTY_VALUE,"conflict resource, diamond","diamond mined in a war zone and sold to finance an insurgency, an invading army's war efforts, or a warlord's activity",,,property_value_update,"conflict resource, diamond",3,2,2,0.0,0,0,15,0.9375,1,1.0,0,1,7,0,7.5,0,0,0.957147
1585,1593653482,111225944,Litle giant Baloo,description,,-2,description,"""Baloo school litlegiant""",,"""Baloo school litle giant""",,string,UPDATE,PROPERTY_VALUE,Catalan folk bestiary,Baloo school litle giant,,,textual_change,,1,3,4,0.4,0,0,1,0.041666666666666664,0,0.75,0,0,0,0,4.916666666666667,1,1,0.9886644
1589,2259768905,354828,Victorien Sardou,q354828$1fcd0d80-44a8-0902-c62f-5093884386f6,,6394,ELNET ID,"""a11781142""",,"""11781142""",,string,UPDATE,PROPERTY_VALUE,human,French dramatist (1831-1908),,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.99472606
1591,13517935,2895255,Canales,description,,-2,description,"""dismbiguation""",,"""disambiguation""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,1,1,0.0,0,0,1,0.07142857142857142,1,1.0,0,0,0,0,1.0,1,1,0.9366937
1594,1824708433,111227131,Julius Henry Ackermann,description,,-2,description,"""American politician – Minnesota -- \""J.H.\"" Senate 1883-86 (District 32); House 1889-90 (District 32)""",,"""German-American politician (1844–1925) – Minnesota – Senate 1883-86 (District 32); House 1889-90 (District 32)""",,string,UPDATE,PROPERTY_VALUE,human,German-American politician (1844–1925) – Minnesota – Senate 1883-86 (District 32); House 1889-90 (District 32),,,refinement,,11,14,14,0.6666666666666666,0,0,28,0.2545454545454545,0,1.0,0,4,5,0,7.448979591836735,0,1,0.98293346
1597,6089705,172732,Indianapolis Motor Speedway,description,,-2,description,"""motorsport track un the United States""",,"""motorsport track in the United States""",,string,UPDATE,PROPERTY_VALUE,motorsport racing track,"motorsport track in Indianapolis, IN, USA",,,textual_change,,0,6,6,0.7142857142857143,0,0,1,0.02702702702702703,0,1.0,0,0,1,0,5.194444444444445,1,1,0.9930337
1599,1988408461,51820,Cassano delle Murge,Q51820$6E8308C0-4D74-42D4-8090-FBF5B519A7C7,,18,image,"""Santa Maria degli Angeli, church in Cassano delle Murge, Italy.jpg""",,"""Cassano delle Murge (vista panoramica).jpg""",,string,UPDATE,PROPERTY_VALUE,commune of Italy,Italian comune,,,unrefinement,,24,10,5,0.15384615384615385,0,0,45,0.6818181818181818,0,0.5,0,4,8,0,6.9,0,1,0.94073313
1600,483796,1201,Saarland,description,,-2,description,"""German State""",,"""a state of Germany""",,string,UPDATE,PROPERTY_VALUE,"federated state of Germany, unit of measurement",state of the Federal Republic of Germany,,,rewording,,6,2,4,0.0,0,0,15,0.8333333333333334,1,0.5,0,4,1,0,4.25,0,0,0.9969531
1601,1426191354,5094865,Chhedilal,description,,-2,description,"""Indian politican""",,"""Indian politician""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,2,2,0.3333333333333333,0,0,1,0.058823529411764705,0,1.0,0,0,0,0,3.5,1,0,0.9709792
1604,1824329556,111227406,Cassius M. Buck,description,,-2,description,"""American politician – Minnesota -- \""C.M.\"" Senate 1903-06 (District 28)""",,"""American politician (1858–1914) – Minnesota – Senate 1903-06 (District 28)""",,string,UPDATE,PROPERTY_VALUE,human,American politician (1858–1914) – Minnesota – Senate 1903-06 (District 28),,,refinement,,4,10,10,0.7272727272727273,0,0,21,0.28378378378378377,0,1.0,0,2,5,0,7.21,1,1,0.98405075
1618,306344996,1142,Alsace,description,,-2,description,"""region and former province of France""",,"""former region and province of France""",,string,UPDATE,PROPERTY_VALUE,"cultural region, historical region",territorial community and former administrative region of France,,,rewording,,0,6,6,1.0,0,0,14,0.3888888888888889,0,1.0,1,0,0,0,4.666666666666667,0,1,0.9979725
1619,1181987229,261496,Barent Fabritius,description,,-2,description,"""dutch painter""",,"""Dutch painter""",,string,UPDATE,PROPERTY_VALUE,human,Dutch painter (1624-1673),,,re_formatting,,0,2,2,0.3333333333333333,0,0,0,0.0,0,1.0,0,1,1,0,3.25,0,1,0.99599385
1623,1159062614,275345,Lantenay,q275345$2DCB4BB7-E073-4CC8-9E39-741B77653F1C,,18,image,"""Mairie Lantenay.JPG""",,"""Église Assomption Lantenay Ain 4.jpg""",,string,UPDATE,PROPERTY_VALUE,commune of France,"commune in Ain, France",,,property_value_update,,17,2,5,0.0,0,0,21,0.5833333333333334,1,0.4,0,16,5,0,8.2,0,0,0.93944746
1625,483843,1221,Idaho,description,,-2,description,"""A state in the northwest of the USA""",,"""a state in the North-West of the United States""",,string,UPDATE,PROPERTY_VALUE,U.S. state,state of the United States of America,,,re_formatting,,11,8,9,0.36363636363636365,0,0,11,0.2391304347826087,0,0.8888888888888888,0,4,3,0,4.194444444444445,0,0,0.98266447
1627,38800789,797,Alaska,description,,-2,description,"""state in the North-Western USA""",,"""state in the United States""",,string,UPDATE,PROPERTY_VALUE,"exclave, U.S. state",state of the United States of America,,,unrefinement,,4,5,5,0.42857142857142855,0,0,13,0.43333333333333335,0,1.0,0,1,7,0,4.92,1,0,0.9857091
1629,377794450,764,fungi,label,,-1,label,"""fungi""",,"""fungus""",,string,UPDATE,PROPERTY_VALUE,"organism, taxon","biological kingdom, separate from plants and animals",,,property_value_update,organism,1,1,1,0.0,0,0,2,0.3333333333333333,1,1.0,0,1,1,0,2.0,1,0,0.98896205
1635,271842758,336395,Smendes,description,,-2,description,"""Egyptian Pharoah""",,"""Egyptian Pharaoh""",,string,UPDATE,PROPERTY_VALUE,human,1st Egyptian pharaoh of the 21st dynasty,,,textual_change,,0,2,2,0.3333333333333333,0,0,2,0.125,0,1.0,0,0,0,1,4.25,1,0,0.9861933
1653,695047637,57835,Sven Hannawald,Q57835$C341462F-5452-427F-A066-586EC426BC29,,213,ISNI,"""0000000015943248""",,"""0000 0000 1594 3248""",,string,UPDATE,PROPERTY_VALUE,human,German former ski jumper and footballer,,,re_formatting,,3,1,4,0.0,0,0,3,0.15789473684210525,1,0.25,0,3,0,0,12.0,1,1,0.99245757
1667,2259751243,134982,David Lloyd George,q134982$97f105de-40b5-957a-3f9a-18f85275e9e9,,6394,ELNET ID,"""a11544740""",,"""11544740""",,string,UPDATE,PROPERTY_VALUE,human,Prime Minister of the United Kingdom from 1916 to 1922,,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.99525285
1669,2259733053,12674,Rudolf Diesel,q12674$f0281166-401e-4727-6cda-7144c0bd4ed4,,6394,ELNET ID,"""a11378918""",,"""11378918""",,string,UPDATE,PROPERTY_VALUE,human,German inventor and mechanical engineer (1858–1913),,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.99377555
1672,1550993247,350717,Michael Apted,description,,-2,description,"""English film director""",,"""British television and film director and producer (1941–2021)""",,string,UPDATE,PROPERTY_VALUE,human,British television and film director and producer (1941–2021),,,refinement,,40,3,8,0.25,0,0,44,0.7213114754098361,0,0.375,0,17,2,0,6.75,0,0,0.9839723
1678,1278533165,465309,Lucius Papirius Cursor,description,,-2,description,"""Roman noble, general and statesman""",,"""Roman statesman, five time consul between 326 and 313 BC""",,string,UPDATE,PROPERTY_VALUE,human,Roman dictator 325 and 310 BC,,,refinement,,22,5,10,0.15384615384615385,0,0,39,0.6964285714285714,0,0.5,0,15,2,0,5.62,1,0,0.97459424
1680,1716768870,19840456,Mushoku Tensei,description,,-2,description,"""Japanese light novel series and its franchise""",,"""Japanese light novel series""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,18,7,4,0.5714285714285714,0,1,18,0.4,0,0.5714285714285714,0,0,3,0,5.214285714285714,1,0,0.97501624
1683,1825535041,111227138,Samuel Emery Adams,description,,-2,description,"""American politician – Minnesota -Senate 1857-60 (District 19)""",,"""American politician (1828–1912) – Minnesota -Senate 1857-60 (District 19)""",,string,UPDATE,PROPERTY_VALUE,human,American politician (1828–1912) – Minnesota -Senate 1857-60 (District 19),,,refinement,,12,8,9,0.8888888888888888,0,0,12,0.1643835616438356,0,0.8888888888888888,1,2,0,0,7.347222222222222,1,1,0.9971812
1688,1593554741,111224172,"Palazzo Leoni Montanari, Vicenza",description,,-2,description,"""Building in Vicenza""",,"""building in Vicenza""",,string,UPDATE,PROPERTY_VALUE,"art museum, archaelogical museum, building, private museum",building in Vicenza,,,re_formatting,,0,3,3,0.5,0,0,0,0.0,0,1.0,0,1,1,0,4.111111111111111,0,1,0.99687684
1693,1299208669,3249257,adult animation,description,,-2,description,"""Animation genre""",,"""animation genre""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,"animated film, mature film, television genre",0,2,2,0.3333333333333333,0,0,0,0.0,0,1.0,0,0,1,0,4.75,0,1,0.99765515
1696,1831078434,111228301,William R. Estes,description,,-2,description,"""American politician – Minnesota -- \""Wm. R.\"" House 1887-90 (District 8)""",,"""American politician (1852–1905) – Minnesota – House 1887-90 (District 8)""",,string,UPDATE,PROPERTY_VALUE,human,American politician (1852–1905) – Minnesota – House 1887-90 (District 8),,,refinement,,2,11,10,0.6666666666666666,0,0,23,0.3194444444444444,0,0.9090909090909091,0,3,6,0,7.009090909090909,1,1,0.9889242
1697,2158838640,9550,Katrina Kaif,label,,-1,label,"""Katrina Kaiftulutulu""",,"""Katrina Kaif""",,string,UPDATE,PROPERTY_VALUE,human,British actress (born 1981),,,property_value_update,,8,2,2,0.3333333333333333,0,1,8,0.4,0,1.0,0,0,6,0,5.25,1,0,0.97952104
1699,2259766887,319839,Vladimir Sorokin,Q319839$1dc11076-4713-50d1-3c5a-7671666812b5,,6394,ELNET ID,"""a11221045""",,"""11221045""",,string,UPDATE,PROPERTY_VALUE,human,Russian writer,,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.987872
1701,558720727,101414,Max Uhlig,description,,-2,description,"""Painter""",,"""painter""",,string,UPDATE,PROPERTY_VALUE,human,painter,,,re_formatting,,0,1,1,0.0,0,0,0,0.0,1,1.0,0,1,1,0,1.0,0,1,0.9888366
1703,2174915940,256916,Fiona Graham,label,,-1,label,"""Fiona Caroline Graham""",,"""Fiona Graham""",,string,UPDATE,PROPERTY_VALUE,human,"Australian anthropologist, geisha (1961–2023)",,,unrefinement,,9,3,2,0.6666666666666666,0,0,9,0.42857142857142855,0,0.6666666666666667,0,0,3,0,3.8333333333333335,1,1,0.9851191
1708,1100242429,3328636,Abu-l-Hassan Rashid,description,,-2,description,"""Andalusian poet""",,"""Andalusi poet""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,2,2,2,0.3333333333333333,0,0,2,0.13333333333333333,0,1.0,0,0,0,0,5.0,1,1,0.9425805
1709,2030308571,1208553,Tatsugo,Q1208553$BCD37261-95B7-4C61-969A-1A24ACF9F4D5,,158,seal image,"""Emblem of Tatsugo, Kagoshima.jpg""",,"""Emblem of Tatsugo, Kagoshima.svg""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0,4,4,0.6,0,0,2,0.0625,0,1.0,0,1,2,0,7.125,1,0,0.9663544
1712,634142331,49284348,Patrick Geoffray,description,,-2,description,"""French officizl""",,"""French official""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,2,2,0.3333333333333333,0,0,1,0.06666666666666667,0,1.0,0,1,1,0,3.75,1,0,0.91859746
1713,1403,252,Indonesia,description,,-2,description,"""country in Southeast Asia and Oceania, on archipelago of 17508 islands""",,"""country in Southeast Asia and Oceania, on an archipelago comprising 17508 islands""",,string,UPDATE,PROPERTY_VALUE,"archipelagic state, constitutional republic, country, historical unrecognized state, island country, presidential system, republic, sovereign state, unitary state",island country in Southeast Asia and Oceania,,,rewording,,11,11,12,0.7692307692307693,0,0,12,0.14814814814814814,0,0.9166666666666666,0,1,1,0,6.068181818181818,1,1,0.9944065
1715,1284696445,99761949,anti-racist,description,,-2,description,"""person who defends antiracism""",,"""person who defends anti-racism""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,political activist,1,4,4,0.6,0,0,1,0.03333333333333333,0,1.0,0,1,0,0,6.0,1,1,0.98288655
1731,606730101,39386852,Flatholmen lighthouse,description,,-2,description,"""lighthouse in Västra Götaland County, Sweden""",,"""lighthouse in Sweden""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,24,6,3,0.5,0,0,24,0.5454545454545454,0,0.5,0,0,11,0,6.333333333333333,1,1,0.811935
1740,1836387815,198180,Zhuanxu,description,,-2,description,"""legendary ancient Chinese tribal leader and culture hero, supposedly the grandson of the Yellow Emperor""",,"""Legendary ancient Chinese emperor""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,70,15,4,0.125,0,0,70,0.6796116504854369,0,0.2666666666666667,0,1,16,0,6.383333333333334,0,1,0.9159987
1743,699600511,30348217,Portrait of a Man,Q30348217$04FCE1A9-2592-45CA-9F89-EDC62D8CEB14,,217,inventory number,"""GK 269""",,"""269""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,3,2,1,0.5,0,1,3,0.5,0,0.5,0,0,3,0,1.5,0,1,0.9620794
1755,945301962,1695,Skagerrak,description,,-2,description,"""sea between Denmark, Norway and Sweden connecting the North Sea and the Kattegat sea area""",,"""sea between Denmark, Norway and Sweden connecting the North Sea and the Kattegatt sea area""",,string,UPDATE,PROPERTY_VALUE,strait,"strait between Denmark, Norway and Sweden connecting the North Sea and the Kattegatt sea area",,,textual_change,,1,15,15,0.8461538461538461,0,0,1,0.011111111111111112,0,1.0,1,0,0,0,5.013333333333334,1,1,0.9980958
1762,1816284527,111227516,Joel B. Bassett,description,,-2,description,"""American politician – Minnesota -Territorial Council 1857 (District 11)""",,"""American politician (1817–1912) – Minnesota -Territorial Council 1857 (District 11)""",,string,UPDATE,PROPERTY_VALUE,human,American politician (1817–1912) – Minnesota -Territorial Council 1857 (District 11),,,refinement,,12,9,10,0.9,0,0,12,0.14457831325301204,0,0.9,1,2,0,0,7.6,1,1,0.996422
1767,1828928930,111228395,John E. Holmberg,description,,-2,description,"""American politician – Minnesota -House 1893-94 (District 32)""",,"""Swedish-American politician (1850–1917) – Minnesota -House 1893-94 (District 32)""",,string,UPDATE,PROPERTY_VALUE,human,Swedish-American politician (1850–1917) – Minnesota -House 1893-94 (District 32),,,refinement,,20,8,9,0.7,0,0,20,0.25,0,0.8888888888888888,0,7,0,0,8.083333333333334,0,1,0.9957319
1770,952385868,40397,tissue,Q40397$1EF53EDE-A7A1-4945-A127-CF649E34DACD,,373,Commons category,"""Biological tissue""",,"""Biological tissues""",,string,UPDATE,PROPERTY_VALUE,"anatomical structure, anatomical structure class type, biogenic substance, biological material, class of anatomical entity, multicellular structure",cellular organizational level intermediate between cells and a complete organism; cells that are grouped together with a common function,,,re_formatting,"anatomical structure, biogenic substance, biological material, multicellular structure",1,2,2,0.3333333333333333,1,0,1,0.05555555555555555,0,1.0,0,0,0,0,4.75,1,0,0.9953478
1771,388995,144,dog,description,,-2,description,"""Pet, member of the Canidae family.""",,"""species of the Canidæ family, frequently kept as a pet""",,string,UPDATE,PROPERTY_VALUE,"domesticated mammal, organisms known by a particular common name, pet",domestic animal,,,rewording,"domesticated mammal, pet",20,6,10,0.14285714285714285,0,0,37,0.6851851851851852,0,0.6,0,11,3,0,5.283333333333333,0,0,0.987515
1774,2096440456,111218494,Grenzstraße,description,,-2,description,"""street in Solingen""",,"""street in Solingen, Germany""",,string,UPDATE,PROPERTY_VALUE,street,"street in Solingen, Germany",,,refinement,,9,3,4,0.4,1,0,9,0.3333333333333333,0,0.75,0,5,0,0,5.083333333333333,1,0,0.9929412
