,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,date_diff_days,sign_change,change_one_to_zero,change_one_to_value,change_zero_to_one,day_added,day_removed,month_added,month_removed,full_cosine_similarity
1285,1434150562,312430,Phraates IV of Parthia,Q312430$85EED217-0876-4A35-A5FA-2B7E68B3A04A,,570,date of death,"""-2-01-01T00:00:00Z""",,"""-2-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,King of Parthia,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9915176
1286,657838622,317055,Marcus Cornelius Fronto,Q317055$BAC27724-F6DE-4167-8C23-E297A15EB101,,570,date of death,"""+166-00-00T00:00:00Z""",,"""+160-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,2nd century Roman rhetorician and advocate,,,property_value_update,,2191,0,0,0,0,0,0,0,0,0.9966916
1288,1917490470,4140316,Samuil Glukhovsky,Q4140316$1214697a-44ae-326e-ee47-95869a63214b,,570,date of death,"""+1995-11-16T00:00:00Z""",,"""+1995-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,350,0,0,0,0,0,1,0,1,0.987551
1293,1027078934,6534,French Revolution,Q6534$B72ED822-A677-4921-814F-5F4E9FE2E25F,,585,point in time,"""+1799-11-09T00:00:00Z""",,"""+1799-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"historical event, revolution",revolution in France from 1789 to 1799,,,unrefinement,,343,0,0,0,0,0,1,0,1,0.99403155
1295,1498151344,129538,Wazo of Liège,Q129538$5766AE71-089E-4DC0-86FD-A58AB50AA230,,569,date of birth,"""+985-01-01T00:00:00Z""",,"""+985-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,medieval theologian,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99597883
1299,2177728772,60215,Bernhardus Varenius,Q60215$5EB4BDBB-80E6-4F0A-839B-AEC99DB50B85,,569,date of birth,"""+1622-01-01T00:00:00Z""",,"""+1622-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German geographer,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9943379
1301,944421860,75012,Alfred Witte,Q75012$77DF0714-236C-4117-A9FE-F5C15BA5F297,,569,date of birth,"""+1878-01-01T00:00:00Z""",,"""+1878-03-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German astrologer (1878-1941),,,property_value_update,,61,0,0,1,0,1,0,1,0,0.9982103
1302,1081716787,156019,Die Heimat,Q156019$406c6efd-44ad-fde5-cba1-15cbc7b20e85,,571,inception,"""+1964-01-01T00:00:00Z""",,"""+1964-11-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"Beobachtungsobjekt, political party in Germany",Far-right political party in Germany,,,refinement,,331,0,0,1,0,1,0,1,0,0.99774694
1303,1459032032,380825,Thriller,Q380825$EF65E6C8-F779-4FDA-B58F-92405927B518,,577,publication date,"""+1982-11-30T00:00:00Z""",,"""+1982-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,musical work/composition,"original song written and composed by Rod Temperton; first recorded by Michael Jackson in 1982, released as a single on November 11, 1983 (UK) and January 23, 1984 (US)",,,unrefinement,,364,0,0,0,0,0,1,0,1,0.9996826
1304,295648243,37643,Gulf War,q37643$762e7d9d-451f-546b-806a-e16ac7e8bfa1,,580,start time,"""+2918-08-02T00:00:00Z""",,"""+1990-08-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,war,1990–1991 conflict between Iraq and a 42-country coalition,,,property_value_update,,338952,0,0,0,0,0,0,0,0,0.9911532
1305,1756106002,251974,Bizim Cäbish Müällim,Q251974$9BAF8037-9AA6-4055-92D5-4A038EC97272,,577,publication date,"""+1969-12-30T00:00:00Z""",,"""+1969-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,film,1969 film by Hasan Seyidbeyli,,,unrefinement,,395,0,0,0,0,0,1,0,1,0.9982315
1307,1651752361,35448,Pyotr Krasnov,q35448$3eadea2a-4e16-4f80-dc95-59ccb4b8c94a,,570,date of death,"""+1947-01-16T00:00:00Z""",,"""+1947-01-17T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,White movement Cossack (1869－1947),,,property_value_update,,1,0,0,0,0,0,0,0,0,0.9975383
1309,841670245,3263081,Louis Sainte-Marie-Perrin,Q3263081$7A68635E-1D1E-4E09-9875-442BC2532737,,569,date of birth,"""+1835-00-00T00:00:00Z""",,"""+1835-08-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,243,0,0,0,0,0,0,1,0,0.9920064
1310,2325141749,95868,Wilhelm Hammann,Q95868$6CAD2ACD-A04A-4570-8A4D-7ECAB347458A,,570,date of death,"""+1955-01-01T00:00:00Z""",,"""+1955-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German politician and Righteous Among the Nations (1897-1955),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99767077
1313,272335240,354934,Adelheid van Tours,Q354934$8E383366-16F8-4385-817A-C42D47E2E46A,,570,date of death,"""+866-01-01T00:00:00Z""",,"""+866-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Countess of Anjou and Blois (c.820–c.866),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9956
1320,1181241858,256597,Inakawa,Q256597$7a73a168-45c9-3112-0bdd-1bbc06232971,,571,inception,"""+2005-03-22T00:00:00Z""",,"""+1596-09-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,dissolved municipality of Japan,"dissolved municipality in Ogachi district, Akita prefecture, Japan",,,property_value_update,,149577,0,0,0,0,0,0,0,0,0.9970796
1329,2325102502,89121,Johann Franz Bessel,Q89121$280A761F-5F18-4B10-938A-E1004C4D5FC2,,570,date of death,"""+1749-01-01T00:00:00Z""",,"""+1749-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German historian,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99561507
1330,1129742187,366399,Ewen Montagu,Q366399$7ba3ff2c-d39c-49b9-8a62-69b8c7c7e0ae,,569,date of birth,"""+1901-03-29T00:00:00Z""",,"""+1901-03-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,British intelligence analyst (1901–1985),,,property_value_update,,10,0,0,0,0,0,0,0,0,0.9976213
1331,2160950092,191293,1556 Shaanxi earthquake,Q191293$de07e5dd-4829-1513-80c0-20a2a31d5b39,,585,point in time,"""+1556-01-23T00:00:00Z""",,"""+2023-01-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,earthquake,"Magnitude 8 Earthquake (23 Janaury 1556) in Shaanxi, China; regarded as deadliest earthquake in recorded history",,,property_value_update,,170571,0,0,0,0,0,0,0,0,0.99474144
1332,2275585601,375263,Gustavo Becerra-Schmidt,Q375263$A705C3E3-4A6D-4668-92F0-5795A21AEFD3,,570,date of death,"""+2011-01-03T00:00:00Z""",,"""+2010-01-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Chilean musician (1925–2011),,,property_value_update,,365,0,0,0,0,0,0,0,0,0.9963805
1333,1242799217,365148,Marcus Aemilius Scaurus,Q365148$B8FA8D92-B76F-462C-8B28-379529FCF3E0,,570,date of death,"""-89-01-01T00:00:00Z""",,"""-89-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Roman senator and consul in 115 BC,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99565667
1335,2299462192,2993632,Conrad de La Tour-Châtillon de Zurlauben,Q2993632$b9c2f0dc-4c5f-2a6f-1da9-045748122023,,570,date of death,"""+1682-12-04T00:00:00Z""",,"""+1682-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,369,0,0,0,0,0,1,0,1,0.9848695
1338,462401673,455506,Netjerkare,Q455506$F9EEA7E5-A9C8-4515-8B95-B3F79096D24B,,569,date of birth,"""+2216-00-00T00:00:00Z""",,"""-2216-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Egyptian pharaoh,,,re_formatting,,1618788,1,0,0,0,0,0,0,0,0.9927399
1341,1157398176,107388,Gospel of Mark,Q107388$93201c31-4c90-39f8-b5e9-a867bf558007,,1326,latest date,"""+80-00-00T00:00:00Z""",,"""+75-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"book of the Bible, Gospel",Canonical Gospel of the New Testament,,,property_value_update,,1826,0,0,0,0,0,0,0,0,0.99447834
1344,714993893,158052,Amenhotep II,Q158052$775448DF-16B2-4AE8-A88A-C9D52C8F0CF9,,570,date of death,"""+1401-00-00T00:00:00Z""",,"""-1401-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Egyptian Pharaoh of the 18th dynasty,,,re_formatting,,1023430,1,0,0,0,0,0,0,0,0.99446476
1348,1491984023,3270644,Yesterday Once More,Q3270644$bed35c98-4cff-8c39-922e-f03055040233,,577,publication date,"""+1973-05-16T00:00:00Z""",,"""+1973-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,168,0,0,0,0,0,1,0,1,0.9879801
1349,883665937,4135352,General survey of Russia,Q4135352$cf8f5592-4400-3635-ae02-6a2bbbb8b605,,580,start time,"""+1765-02-20T00:00:00Z""",,"""+1765-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,80,0,0,0,0,0,1,0,1,0.9869227
1353,1394120020,465803,Callicratidas,Q465803$FED7B326-837B-412D-9CE5-28E437248CDA,,570,date of death,"""-406-01-01T00:00:00Z""",,"""-406-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Spartan admiral,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.98793787
1357,410110496,25910721,"Acton Park: in Denbighshire, the seat of Sir Foster Cunliffe, bart",Q25910721$DF595948-FDD5-47EA-BEC6-B50FC5ED29E8,,571,inception,"""+1796-04-26T00:00:00Z""",,"""+1796-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,147,0,0,0,0,0,1,0,1,0.9955509
1362,1913650269,5656,Héloïse d’Argenteuil,q5656$9a57724d-4497-7d8b-7162-5e10a062bbd5,,569,date of birth,"""+1101-01-01T00:00:00Z""",,"""+1101-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"12th-century French nun, philosopher and writer",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99690676
1364,1864229109,2996530,Cookie Jar Group,Q2996530$411182CA-7DE9-4A53-BD5A-37B775755F3C,,571,inception,"""+1976-07-20T00:00:00Z""",,"""+1976-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,233,0,0,0,0,0,1,0,1,0.98372495
1373,358386415,123397,The Republic,Q123397$9684cdab-44ae-31b1-d4a8-5ddb709bde6c,,577,publication date,"""-380-00-00T00:00:00Z""",,"""+380-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,literary work,philosophical work written by Plato,,,re_formatting,,277590,1,0,0,0,0,0,0,0,0.99536335
1375,1622099260,280930,Eli Whitney,q280930$324A9C69-4460-4108-B8D4-DC8650588158,,569,date of birth,"""+1765-12-08T00:00:00Z""",,"""+2008-12-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American inventor (1765-1825),,,property_value_update,,88762,0,0,0,0,0,0,0,0,0.99499565
1376,1773876622,25338,The Little Prince,Q25338$63DBEA53-B34F-48A1-8D5F-89F78E4067D1,,571,inception,"""+100-00-00T00:00:00Z""",,"""+1943-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,literary work,novel by Antoine de Saint-Exupéry in 1943,,,property_value_update,,673155,0,0,0,0,0,0,0,0,0.99607635
1378,414715376,4140831,Puss in Boots,Q4140831$77F4579B-0CC2-43FE-8831-E18D5D9A6EA9,,577,publication date,"""+1998-06-01T00:00:00Z""",,"""+1998-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,183,0,1,0,0,0,1,0,1,0.9737328
1381,756380202,283312,Dulce of Aragon,Q283312$64DA2ADD-70EA-4957-B097-984FCC641449,,569,date of birth,"""+1160-01-01T00:00:00Z""",,"""+1160-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Portuguese queen consort,,,property_value_update,,31,0,1,0,0,0,1,0,1,0.9927765
1383,1156936631,218148,Zodiac Killer,Q218148$75b8a7f7-4fb8-db04-92cf-36e6b052d390,,1317,floruit,"""+1969-10-00T00:00:00Z""",,"""+1969-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,serial killer in California,,,unrefinement,,304,0,0,0,0,0,0,0,1,0.9919035
1385,472450607,111853,Renate Schroeter,Q111853$1BD0578A-9B16-4EB1-AB4A-660CE9051BA6,,570,date of death,"""+2017-04-02T00:00:00Z""",,"""+2017-04-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German actress (1939-2017),,,property_value_update,,1,0,0,0,0,0,0,0,0,0.996547
1388,531945060,157995,Horemheb,Q157995$7BB5D3BA-30A0-430D-8DC2-158F6D098809,,570,date of death,"""+1292-00-00T00:00:00Z""",,"""-1292-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,final pharaoh of the 18th dynasty of Egypt,,,re_formatting,,943806,1,0,0,0,0,0,0,0,0.99369216
1390,1403826377,3263440,Louis de Farcy,Q3263440$32A7DA10-0305-49A7-8A02-122C6976C1F3,,570,date of death,"""+1921-05-00T00:00:00Z""",,"""+1921-05-21T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,21,0,0,0,0,1,0,0,0,0.99117106
1394,450479624,223646,Ordoño I of Asturias,Q223646$221649C3-1407-4A43-904A-30091329A735,,569,date of birth,"""+830-01-01T00:00:00Z""",,"""+821-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,King of Asturias,,,property_value_update,,3318,0,0,0,0,0,1,0,1,0.9958898
1395,1141877631,9443,Lothal,Q9443$4A43D763-E6E2-495D-BA39-47ECA8C085A7,,571,inception,"""-2400-01-01T00:00:00Z""",,"""-2400-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"ancient city, archaeological site","prominent city of the ancient Indus valley civilization (present-day Gujarat, India)",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99606085
1396,1290800945,309869,Burebista,Q309869$04d0588f-f75c-43f8-bd15-84226d533658,,569,date of birth,"""-111-00-00T00:00:00Z""",,"""+70777777000000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,1st-century BC Thracian king of the Getae and Dacians,,,property_value_update,,25851583049290544,0,0,0,0,0,0,0,0,0.97996676
1398,1308653002,105558,Mark Forster,Q105558$245F64ED-6B76-4384-8FA5-493DAFF52AAC,,569,date of birth,"""+1984-01-11T00:00:00Z""",,"""+1983-01-11T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German singer,,,property_value_update,,365,0,0,0,0,0,0,0,0,0.99364483
1399,839913457,25927598,John Astell,Q25927598$ee8a3c36-43a9-111d-f1f0-517452b972b5,,569,date of birth,"""+1806-03-20T00:00:00Z""",,"""+1806-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,111,0,0,0,0,0,1,0,1,0.9774629
1400,1288689562,386618,Caecilius Bassus,Q386618$D27EBECA-4DA3-4F7D-9B95-1C3D760CF59D,,569,date of birth,"""-100-01-01T00:00:00Z""",,"""-100-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Roman soldier and general officer,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99477184
1401,1557062416,304690,Li Ching-Yuen,Q304690$E1BA2DC0-BF2C-4F2C-9E10-0F1B069669FA,,569,date of birth,"""+1677-05-03T00:00:00Z""",,"""+1234-05-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Chinese martial artist and herbalist who claimed extreme longevity,,,property_value_update,,161805,0,0,0,0,0,0,0,0,0.99388254
1406,2325152863,310192,George Brinton McClellan,Q310192$F874A181-003B-4BC8-A192-EBDE7AEFB254,,570,date of death,"""+1885-01-01T00:00:00Z""",,"""+1885-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American soldier and politician (1826–1885),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9974661
1407,1987128205,328748,Saadia Gaon,Q328748$9E1667D9-9BC5-4B96-91DF-8BE03CA7FF0E,,570,date of death,"""+942-05-21T00:00:00Z""",,"""+942-05-16T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"rabbi, translator, Jewish philosopher and theologian (0882-0942) active during the Abbasid Caliphate in Egypt and Irak",,,property_value_update,,5,0,0,0,0,0,0,0,0,0.9977223
1410,994485695,209842,University of Paris,Q209842$57e96270-47a9-f797-77b8-f9f5ff83d8ba,,571,inception,"""+1896-00-00T00:00:00Z""",,"""+1150-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"former entity, university in France",French university (middle ages - 1970),,,property_value_update,,272476,0,0,0,0,0,0,0,0,0.9923887
1414,1405850941,307312,Abd al-Mu'min,q307312$3C945089-0C0B-4E43-B33E-840DFF6BEF74,,570,date of death,"""+1163-01-01T00:00:00Z""",,"""+1163-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,First Caliph of the Almohads,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99226344
1416,1791565008,206123,Harald Fairhair,Q206123$24279F06-80BA-4265-A336-5B9E29B34377,,569,date of birth,"""+910-00-00T00:00:00Z""",,"""+850-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,King of Norway,,,property_value_update,,21915,0,0,0,0,0,0,0,0,0.9929069
1417,378220855,3273066,"2,500th millennium BC",Q3273066$fb5917e6-41e3-d805-4552-3e4d09817240,,585,point in time,"""-00002500000-01-01T00:00:00Z""",,"""-2500000-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0,0,0,1,0,0,0,0,0,0.9779506
1419,418624008,2984298,2007 Armenian parliamentary election,Q2984298$f6fd98eb-48f3-1456-f7ba-9724b2de4cb3,,585,point in time,"""+2007-00-00T00:00:00Z""",,"""+2007-05-12T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,164,0,0,0,0,1,0,1,0,0.9945781
1420,2311026156,73085,Gunta Stölzl,q73085$6F35ABD8-24CF-4AE6-93A2-5B1C614D3707,,569,date of birth,"""+1897-03-05T00:00:00Z""",,"""+1000-03-05T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German artist (1897-1983),,,property_value_update,,327629,0,0,0,0,0,0,0,0,0.99471354
1429,1579349579,345012,Huineng,Q345012$D9B4C26D-6398-4CBC-8034-2E928EDCC97B,,570,date of death,"""+713-01-01T00:00:00Z""",,"""+713-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,semi-legendary Chinese Chan patriarch,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9918575
1430,2044762832,107776,Butz Peters,q107776$5136EB71-E98F-4C38-9F9F-0244DEC38BFB,,569,date of birth,"""+1958-01-22T00:00:00Z""",,"""+1958-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German television presenter,,,unrefinement,,52,0,1,0,0,0,1,0,1,0.9951847
1437,271119832,198038,Al-Mutawakkil I,Q198038$49BAAB5A-3414-4D1C-9698-E4D4D51FA004,,570,date of death,"""+1406-01-01T00:00:00Z""",,"""+1406-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,7th Abbasid Caliph of Cairo,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9888816
1439,755826772,258700,Aline Lahoud,Q258700$B16C2E54-6ACE-4744-ADA3-FAE350338FAC,,569,date of birth,"""+1981-01-01T00:00:00Z""",,"""+1981-03-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Lebanese artist,,,refinement,,61,0,0,1,0,1,0,1,0,0.99642557
1440,1237008693,16603,Artigas Department,Q16603$276782FB-56E1-4B82-ADDE-2B239A52B1C3,,571,inception,"""+1884-01-01T00:00:00Z""",,"""+1884-10-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,department of Uruguay,department of Uruguay,,,refinement,,273,0,0,1,0,0,0,1,0,0.99747443
1444,415658519,201053,Pescennius Niger,Q201053$B4CBB130-F17D-4B6B-9A9A-4A1667CC02C1,,569,date of birth,"""+135-01-01T00:00:00Z""",,"""+135-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Roman emperor (135-194),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9939028
1446,462676837,19874608,The Infinite Man,Q19874608$D2D9D8BC-B844-41C3-9441-AB0214BB6379,,577,publication date,"""+2014-00-00T00:00:00Z""",,"""+2014-03-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,98,0,0,0,0,1,0,1,0,0.9844476
1447,2333824027,54945,Hannes Alfvén,q54945$4293A885-CA02-43C1-A420-77508ADF72C7,,569,date of birth,"""-5-00-00T00:00:00Z""",,"""+1908-05-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Swedish electrical engineer, plasma physicist and science fiction author (1908–1995), winner of the 1970 Nobel Prize for Physics",,,property_value_update,,698905,0,0,0,0,1,0,1,0,0.998708
1450,521508014,456617,Nolito,q456617$91813267-8A79-4853-B2F7-7E67647CA2DA,,569,date of birth,"""+1996-10-15T00:00:00Z""",,"""+1986-10-15T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Spanish association football player,,,property_value_update,,3652,0,0,0,0,0,0,0,0,0.9938689
1453,1567965670,161687,Harry Potter and the Half-Blood Prince,Q161687$90f26976-4928-a997-8be0-3eac5f5768ed,,582,end time,"""+22009-00-00T00:00:00Z""",,"""+2009-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,film,2009 film directed by David Yates,,,property_value_update,,7305000,0,0,0,0,0,0,0,0,0.9947634
1454,240060978,91969,Hans Heinz Zerlett,Q91969$C52BF8F2-F453-4307-83DC-165336A04145,,570,date of death,"""+1949-01-01T00:00:00Z""",,"""+1949-07-06T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German film director (1892-1949),,,refinement,,187,0,0,1,0,1,0,1,0,0.9970156
1455,1110489317,212085,Brook Taylor,Q212085$6C93D9C0-C4A2-4595-A289-F053976F77A5,,570,date of death,"""+1731-12-29T00:00:00Z""",,"""+2003-12-18T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,English mathematician (1685–1731),,,property_value_update,,99359,0,0,0,0,0,0,0,0,0.9941213
1457,424847090,316083,William of Rubruck,Q316083$DDDB896C-D899-428B-82EC-85D480EE96A7,,569,date of birth,"""+1220-01-01T00:00:00Z""",,"""+1220-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Flemish Franciscan missionary and explorer,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9960973
1468,1160456544,93928,Valorugby Emilia,Q93928$0FCF51EC-CBF6-4372-B19C-1FCA8B800BF4,,571,inception,"""+1970-00-00T00:00:00Z""",,"""+1946-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,rugby union club,Italian rugby union team from Reggio Emilia,,,property_value_update,,8766,0,0,0,0,0,0,0,0,0.99472404
1471,722068962,288419,Pau Football Club,Q288419$3237AC15-B679-4D6D-95B6-44893492FC02,,571,inception,"""+1904-00-00T00:00:00Z""",,"""+1920-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,association football club,association football club,,,property_value_update,,5844,0,0,0,0,0,0,0,0,0.99161994
1472,279396601,113777,Alfons Gabriel,Q113777$A37EB31B-3104-45E7-B404-D3A26213FE8F,,570,date of death,"""+1976-05-28T00:00:00Z""",,"""+1976-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Austrian travel writer and geographer (1894–1975),,,unrefinement,,180,0,0,0,0,0,1,0,1,0.9971173
1475,465040424,63886,"Frederick V, Burgrave of Nuremberg",Q63886$E38C9979-2987-4E87-AB1F-FA6E231B81FD,,569,date of birth,"""+1332-01-01T00:00:00Z""",,"""+1332-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Burgrave of Nuremberg,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9944453
1480,1413694606,451864,Go-Kameyama,Q451864$27B672B9-3CFF-4F8F-A227-EF477852877B,,569,date of birth,"""+1347-01-01T00:00:00Z""",,"""+1347-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,emperor of Japan,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99357766
1482,1073485933,84626,Karl Eugen Neumann,q84626$6AC33217-BCFF-4071-810E-B6550AC292E4,,569,date of birth,"""+1865-10-18T00:00:00Z""",,"""+1865-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German Buddhist and translator (1865–1915),,,unrefinement,,322,0,0,0,0,0,1,0,1,0.9968099
1483,1752356489,55299,County Laois,Q55299$6CFB9388-0E9E-4B91-A137-0DD6D6FC4B0E,,571,inception,"""+1556-01-01T00:00:00Z""",,"""+1556-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,county of Ireland,county in Ireland,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9929743
1487,174783614,5107084,Chris Kelly,Q5107084$C48A8905-A652-4EA4-90C0-A945925DEDF1,,569,date of birth,"""+1890-00-00T00:00:00Z""",,"""+1890-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,31,0,0,0,1,1,0,1,0,0.98178005
1491,1750471853,188962,James Naismith,q188962$A197FAF4-7734-4CFB-8722-1E3E91DA6EFB,,569,date of birth,"""+1860-11-06T00:00:00Z""",,"""+1861-11-06T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Canadian-American coach; inventor of basketball,,,property_value_update,,365,0,0,0,0,0,0,0,0,0.99741256
