,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,relative_value_diff_latitude,relative_value_diff_longitude,latitude_sign_change,longitude_sign_change,latitude_whole_number_change,longitude_whole_number_change,coordinate_distance_km,latitude_precision_change,longitude_precision_change,latitude_length_increase,latitude_length_decrease,longitude_length_increase,longitude_length_decrease,longitude_shared_prefix,longitude_shared_prefix_length,latitude_shared_prefix,latitude_shared_prefix_length,full_cosine_similarity
1202,1186665397,125006,Brooklyn Bridge,q125006$5607696D-FEA5-4B07-AC20-DFA8B9BBE100,,625,coordinate location,"{""latitude"": 40.705277777778, ""longitude"": -73.996111111111}",,"{""latitude"": 40.705666666666666, ""longitude"": -73.99633333333334}",,globecoordinate,UPDATE,PROPERTY_VALUE,"cable-stayed bridge, multi-level bridge, railway bridge, road bridge, steel bridge, suspension bridge, tourist attraction","bridge in New York City, crossing the East River",,,property_value_update,,9.553770663057726e-06,3.0031608282782314e-06,0.0,0.0,False,False,0.04712533516984556,1,1,1,0,1,0,1,3,1,3,0.99485373
1205,264192740,83465,La Boissière-École,q83465$C665D376-5C03-42BF-827B-8983320479A3,,625,coordinate location,"{""latitude"": 48.683, ""longitude"": 1.643}",,"{""latitude"": 48.683055555556, ""longitude"": 1.6427777777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Yvelines, France",,,refinement,,1.1411695253512161e-06,0.00013525393925740674,0.0,0.0,False,False,0.017444547915996332,1,1,1,0,1,0,1,2,1,3,0.9911829
1221,718770813,16506672,Baie Clémenceau,Q16506672$B8B61B3B-C3D4-4D4F-AB8A-BB519D69AB27,,625,coordinate location,"{""latitude"": 48.752777777778, ""longitude"": 69.033333333333}",,"{""latitude"": -48.752777777778, ""longitude"": 69.033333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,10842.123097436997,0,0,0,0,0,0,1,12,1,12,0.97316617
1228,2072423224,36687,Victoria,q36687$FD63153D-11ED-4C17-B7D1-48FEBD667653,,625,coordinate location,"{""latitude"": -37, ""longitude"": 144}",,"{""latitude"": -36.854166666666664, ""longitude"": 144.2811111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,"crown colony, state of Australia",state of Australia,,,"refinement, property_value_update",,0.003941441441441505,0.0019521604938270956,0.0,0.0,True,False,29.788314515810175,0,0,1,0,1,0,0,0,0,0,0.9771612
1243,263712883,22523,Marmoutier,q22523$67563140-25CD-47EB-8531-EEEA27B282B7,,625,coordinate location,"{""latitude"": 48.6908, ""longitude"": 7.3819}",,"{""latitude"": 48.69, ""longitude"": 7.3811111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Bas-Rhin, France",,,"unrefinement, property_value_update",,1.6430208581605577e-05,0.00010686799995939722,0.0,0.0,False,False,0.10614303079779829,1,1,0,1,1,0,1,3,1,2,0.99258053
1252,747704665,49302254,England Lake,Q49302254$F4A29074-3B29-477E-99C7-C70761CA03E7,,625,coordinate location,"{""latitude"": 47.69171, ""longitude"": -100.60258}",,"{""latitude"": 47.691666666667, ""longitude"": -100.6025}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,9.086135306043532e-07,7.95208234192119e-07,0.0,0.0,False,False,0.007685778095166559,1,1,1,0,0,1,1,4,1,3,0.97713286
1255,312519598,141618,Métis-sur-Mer,q141618$664F3659-6D90-4D87-A760-5C91C17B62D1,,625,coordinate location,"{""latitude"": 48.6667, ""longitude"": -68}",,"{""latitude"": 48.666666666667, ""longitude"": -68}",,globecoordinate,UPDATE,PROPERTY_VALUE,city or town of Quebec,"town in Quebec, Canada",,,unrefinement,,6.849310308791186e-07,0.0,0.0,0.0,False,False,0.0037064975176037684,1,1,1,0,0,0,0,0,1,3,0.99264264
1258,263819815,24612,Saint-Pierre-du-Palais,q24612$D371C245-AA45-4E9A-9E65-88C10C0984AA,,625,coordinate location,"{""latitude"": 45.166667, ""longitude"": -0.15}",,"{""latitude"": 45.165555555556, ""longitude"": -0.1575}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Charente-Maritime, France",,,"refinement, property_value_update",,2.460762588480765e-05,0.050000000000000044,0.0,0.0,False,False,0.6008357980788691,1,1,1,0,1,0,1,2,1,2,0.9906749
1268,1264572781,193639,Royal Albert Hall,q193639$237E4DAB-611D-467E-BC58-726506216C6C,,625,coordinate location,"{""latitude"": 51.501, ""longitude"": -0.17738888888888887}",,"{""latitude"": 51.50105, ""longitude"": -0.17748}",,globecoordinate,UPDATE,PROPERTY_VALUE,"concert hall, theatre building","concert hall in South Kensington, London, England, United Kingdom",,,"refinement, property_value_update",,9.70854934887863e-07,0.0005136235515190268,0.0,0.0,False,False,0.00840738571788058,1,1,1,0,0,1,1,3,1,3,0.99185705
1272,1946298187,757,Saint Vincent and the Grenadines,q757$4c05d1b6-43b7-b2e6-8648-33f9022c508e,,625,coordinate location,"{""latitude"": 12.9, ""longitude"": -61.233333333333334}",,"{""latitude"": 13.0139, ""longitude"": -61.2296}",,globecoordinate,UPDATE,PROPERTY_VALUE,"archipelagic state, Commonwealth realm, country, island country, sovereign state",island sovereign state in the Caribbean Sea,,,property_value_update,,0.008829457364341025,6.096897114866317e-05,0.0,0.0,True,False,12.671561842029895,0,0,1,0,0,1,1,1,0,0,0.99535644
1287,1809804238,1774,Zanzibar Islands,q1774$294CD757-5CC0-413F-ACD9-C637F3838CD6,,625,coordinate location,"{""latitude"": -6.1333333333333, ""longitude"": 39.316666666667}",,"{""latitude"": -5.9, ""longitude"": 39.3}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"refinement, property_value_update",,0.03804347826086428,0.0004239084357863383,0.0,0.0,True,False,26.010860690803963,0,0,0,1,0,1,1,1,0,0,0.9734198
1294,746929412,49303296,Johnson Lake,Q49303296$7708614F-4AA8-4C73-AA66-6705BEFA72FF,,625,coordinate location,"{""latitude"": 60.29015, ""longitude"": -151.26509}",,"{""latitude"": 60.290277777778, ""longitude"": -151.265}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,2.1193806617607733e-06,5.949819618006079e-07,0.0,0.0,False,False,0.015049046670466953,1,1,1,0,0,1,1,3,1,3,0.9744872
1296,263132283,1479,Bordeaux,q1479$96723094-DD46-4804-8D13-8EB91D3BA1A9,,625,coordinate location,"{""latitude"": 44.838611111111, ""longitude"": -0.57833333333333}",,"{""latitude"": 44.837777777778, ""longitude"": -0.57944444444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, commune of France","city and commune in Gironde, New Aquitaine, France",,,property_value_update,,1.8585172741715913e-05,0.0019212295869336464,0.0,0.0,False,False,0.1275214739057642,1,1,0,0,0,0,1,2,1,2,0.9912678
1298,263123413,478,Derval,q478$30B8D6B3-A0B1-4C09-A56F-A53AFC2BAB8A,,625,coordinate location,"{""latitude"": 47.6683, ""longitude"": -1.67}",,"{""latitude"": 47.6675, ""longitude"": -1.6713888888889}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Loire-Atlantique, France",,,"refinement, property_value_update",,1.6782641713785493e-05,0.0008316699933532852,0.0,0.0,False,False,0.1368562526804692,1,1,0,0,1,0,1,2,1,2,0.98980206
1300,728058105,155,Brazil,q155$6ca4b3f6-40ea-6380-0972-89a790d7052a,,625,coordinate location,"{""latitude"": -11, ""longitude"": -53}",,"{""latitude"": -14, ""longitude"": -53}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, federal republic, secular state, sovereign state",country in South America,,,property_value_update,,0.2727272727272727,0.0,0.0,0.0,True,False,333.5847799336763,0,0,0,0,0,0,0,0,0,0,0.9925708
1312,144345312,180045,Hirta,q180045$F8CEEF2B-6F1C-46B4-ADE5-E00D764C6446,,625,coordinate location,"{""latitude"": 8, ""longitude"": 34.85}",,"{""latitude"": 57.814833333333, ""longitude"": -8.5808333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,island,"main island of the St Kilda archipelago, Outer Hebrides, Scotland, UK",,,property_value_update,,6.226854166666625,1.2462219033955035,0.0,1.0,True,True,6665.512499086074,0,0,1,0,1,0,0,0,0,0,0.98770034
1317,1588145678,284859,Geltendorf station,Q284859$9430BD15-3AE7-4402-92A3-CE6699CC4117,,625,coordinate location,"{""latitude"": 48.1059, ""longitude"": 11.0376}",,"{""latitude"": 48.1059912, ""longitude"": 11.0374552}",,globecoordinate,UPDATE,PROPERTY_VALUE,"Bahnhof (station), interchange station, S-Bahn station",railway station in Bavaria,,,refinement,,1.8958173529641475e-06,1.3118793940646413e-05,0.0,0.0,False,False,0.01477955162945447,1,1,1,0,1,0,1,3,1,4,0.99409175
1318,750283977,49303206,Island Lake,Q49303206$EA083E2A-E6B2-4561-969A-265BA301535F,,625,coordinate location,"{""latitude"": 46.37546, ""longitude"": -99.58258}",,"{""latitude"": 46.375555555556, ""longitude"": -99.5825}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,2.0604767262935817e-06,8.033533575548192e-07,0.0,0.0,False,False,0.012270438307761648,1,1,1,0,0,1,1,4,1,3,0.97192657
1326,747524967,49302222,Ellis Ponds,Q49302222$C67CE7AD-4812-420C-A1F4-ECF7B4DEAF3D,,625,coordinate location,"{""latitude"": 41.91013, ""longitude"": -70.71136}",,"{""latitude"": 41.91, ""longitude"": -70.711388888889}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,3.1018753701249942e-06,4.085466466127864e-07,0.0,0.0,False,False,0.014651679415497795,1,1,0,1,1,0,1,4,1,2,0.9684072
1327,2271459169,52062,Nordic countries,Q52062$ad432560-4f20-4ad9-8515-7f621b45f903,,625,coordinate location,"{""latitude"": 64, ""longitude"": 10}",,"{""latitude"": 64, ""longitude"": 13}",,globecoordinate,UPDATE,PROPERTY_VALUE,"administrative territorial entity of more than one country, cultural region",geographical and cultural region in Northern Europe and the North Atlantic,,,property_value_update,,0.0,0.3,0.0,0.0,False,True,146.22044776295309,0,0,0,0,0,0,0,0,0,0,0.99660814
1346,1341710504,173343,Weddell Sea,q173343$43F907AA-CD81-4EF6-8D0A-39C11EABDC87,,625,coordinate location,"{""latitude"": -75, ""longitude"": -45}",,"{""latitude"": -73, ""longitude"": -45}",,globecoordinate,UPDATE,PROPERTY_VALUE,marginal sea,part of the Southern Ocean between Coats Land and the Antarctic Peninsula,,,property_value_update,,0.02666666666666667,0.0,0.0,0.0,True,False,222.38985328911778,0,0,0,0,0,0,0,0,0,0,0.99446404
1367,2045291031,272784,La Paz Department,Q272784$628E92DC-DFC9-4CA6-B23B-F6B78FAF6C26,,625,coordinate location,"{""latitude"": -15, ""longitude"": -68.333333}",,"{""latitude"": -15, ""longitude"": -68.35}",,globecoordinate,UPDATE,PROPERTY_VALUE,department of Bolivia,department of Bolivia,,,property_value_update,,0.0,0.00024390731826293637,0.0,0.0,False,False,1.7901366582326566,1,1,0,0,0,1,1,1,0,0,0.9894763
1370,792837897,24912047,Ake Kanokano,Q24912047$89626527-CFFC-4FAD-A4FF-CDF60F6C38CF,,625,coordinate location,"{""latitude"": 0.68333, ""longitude"": 127.83333}",,"{""latitude"": 0.68333333333333, ""longitude"": 127.83333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,refinement,,4.878072571121569e-06,2.607559389697094e-08,0.0,0.0,False,False,0.0005241590101080494,1,1,1,0,1,0,1,5,1,5,0.9703876
1374,264263159,127826,Saint-Jean-Brévelay,q127826$9C521395-C45D-451F-8EA3-B036DDD7D249,,625,coordinate location,"{""latitude"": 47.8458, ""longitude"": -2.7208}",,"{""latitude"": 47.845, ""longitude"": -2.7222222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Morbihan, France",,,"refinement, property_value_update",,1.6720380890237715e-05,0.0005227220751984744,0.0,0.0,False,False,0.138484421908789,1,1,0,1,1,0,1,2,1,3,0.99321216
1379,750584954,49302435,Flossie Lake,Q49302435$BA879FBB-52F3-46BC-B0CD-470F3C5E6037,,625,coordinate location,"{""latitude"": 38.23695, ""longitude"": -111.81507}",,"{""latitude"": 38.236944444444, ""longitude"": -111.815}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,1.4529286465090518e-07,6.260336822935235e-07,0.0,0.0,False,False,0.006144856135502102,1,1,1,0,0,1,1,3,1,4,0.97663486
1384,183474346,316197,Naga,q316197$DF7FF35C-A959-4C33-9803-96076B734C20,,625,coordinate location,"{""latitude"": 10.211, ""longitude"": 123.758}",,"{""latitude"": 10.216666666667, ""longitude"": 123.75}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, component city",city of the Philippines in the province of Cebu,,,"unrefinement, property_value_update",,0.000554957072470908,6.464228575118835e-05,0.0,0.0,False,False,1.078640911520664,1,1,1,0,0,1,1,2,1,2,0.99251086
1386,264257965,127365,Bissezeele,q127365$00B99AE9-726C-4B77-96A0-D328C0DBFC96,,625,coordinate location,"{""latitude"": 50.9122, ""longitude"": 2.4108}",,"{""latitude"": 50.911666666667, ""longitude"": 2.41}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Nord, France",,,"unrefinement, property_value_update",,1.0475550712712607e-05,0.00033184005309437196,0.0,0.0,False,False,0.0816261070986005,1,1,1,0,0,1,1,2,1,2,0.9914846
1403,750726141,49304830,Lost Lake,Q49304830$CD039159-82D0-41C4-8325-2EA989D3597E,,625,coordinate location,"{""latitude"": 32.82013, ""longitude"": -90.80843}",,"{""latitude"": 32.82, ""longitude"": -90.808333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,3.960983701119746e-06,1.06451203930353e-06,0.0,0.0,False,False,0.017045626396432714,1,1,0,1,1,0,1,3,1,2,0.97877747
1404,1420482025,1108055,Colegio Austriaco Mexicano,Q1108055$6d0fd87d-4404-a6ce-3b2a-20ada7ea9a2a,,625,coordinate location,"{""latitude"": 20.635277777777777, ""longitude"": 100.49777777777778}",,"{""latitude"": 20.635277777777777, ""longitude"": -100.49777777777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,14889.49015437708,1,1,0,0,0,0,1,14,1,15,0.98120224
1408,1656206411,30,United States,Q30$96a38351-4546-7ed6-8e16-965205c4b6c2,,1335,coordinates of westernmost point,"{""latitude"": 65.63788906, ""longitude"": -168.11828613}",,"{""latitude"": 52.92112, ""longitude"": 172.43708}",,globecoordinate,UPDATE,PROPERTY_VALUE,"constitutional republic, country, democratic republic, federal republic, historical unrecognized state, sovereign state, superpower",country located primarily in North America,,,property_value_update,,0.19374128635330617,2.025689019138944,0.0,1.0,True,True,1778.579575384034,0,0,0,1,0,1,0,0,0,0,0.9912856
1415,804738341,155542,Eastern Anatolia Region,Q155542$8ab3810c-4df6-ca6e-17a0-a45211eb6e50,,625,coordinate location,"{""latitude"": 40, ""longitude"": 40}",,"{""latitude"": 40, ""longitude"": 42}",,globecoordinate,UPDATE,PROPERTY_VALUE,"human-geographic territorial entity, region of Turkey",region of East Turkey,,,property_value_update,,0.0,0.05,0.0,0.0,False,True,170.3569374730025,0,0,0,0,0,0,0,0,0,0,0.9945402
1421,363100450,434743,Altavas,q434743$AB1D704C-515A-4156-BEBB-CE2F5139A360,,625,coordinate location,"{""latitude"": 11.533333, ""longitude"": 122.483333}",,"{""latitude"": 11.533333333333, ""longitude"": 122.48333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Aklan,,,refinement,,2.890170591074252e-08,2.7214314370502106e-09,0.0,0.0,False,False,5.189101274231866e-05,1,1,1,0,1,0,1,6,1,6,0.9959266
1425,1109184427,19595147,Sialiuty,Q19595147$34C50BB3-6A42-404D-9A6C-F24F69A62FFB,,625,coordinate location,"{""latitude"": 55.1, ""longitude"": 30.266666666667}",,"{""latitude"": 55.10583333333334, ""longitude"": 30.268333333333334}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"refinement, property_value_update",,0.00010586811857232547,5.5066079284187117e-05,0.0,0.0,False,False,0.6572452956711261,1,1,1,0,1,0,1,2,1,1,0.9615854
1428,1785660379,28223625,"Kalri, Chiniot",Q28223625$6cf03d9d-6f9b-486b-a87d-d812f72ad0c4,,625,coordinate location,"{""latitude"": 31.691666666666666, ""longitude"": -72.55416666666666}",,"{""latitude"": 31.691666666666666, ""longitude"": 72.55416666666666}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,12068.432167922438,1,1,0,0,0,0,1,14,1,15,0.9727348
1431,793690661,274412,Bédarieux,q274412$0FE3250F-19AE-47DD-9D43-FDED10C9CD2E,,625,coordinate location,"{""latitude"": 43.615833333333, ""longitude"": 3.1588888888889}",,"{""latitude"": 43.615930555556, ""longitude"": 3.1588055555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Hérault, France",,,property_value_update,,2.229058017865993e-06,2.638058387974512e-05,0.0,0.0,False,False,0.012722992041847798,1,1,0,0,0,0,1,4,1,3,0.9880916
1432,648908153,26690,Tavua,q26690$BF197337-69F4-452F-8DA3-40C1910DD44F,,625,coordinate location,"{""latitude"": -18.216666666667, ""longitude"": -178.78333333333}",,"{""latitude"": -18.216666666667, ""longitude"": 178.78333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,town,town in Fiji,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,257.0115615955926,1,1,0,0,0,0,1,11,1,12,0.9865255
1441,1690407867,385375,Ōmachi,q385375$5C178611-2D65-46C5-A8C5-1EA8215AA76F,,625,coordinate location,"{""latitude"": 36.5, ""longitude"": 137.85}",,"{""latitude"": 36.503, ""longitude"": 137.85111111111112}",,globecoordinate,UPDATE,PROPERTY_VALUE,city of Japan,"city in Nagano Prefecture, Japan",,,refinement,,8.219178082192093e-05,8.060290976634374e-06,0.0,0.0,False,False,0.34805485256397656,1,1,1,0,1,0,1,2,1,1,0.99063605
1461,382442365,30328,Bokod,q30328$F21C04A7-7FC3-4159-A5FB-9E9730A18CB3,,625,coordinate location,"{""latitude"": 16.5, ""longitude"": 120.833333}",,"{""latitude"": 16.5, ""longitude"": 120.83333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Benguet,,,refinement,,0.0,2.758593170245037e-09,0.0,0.0,False,False,3.553827660269235e-05,0,0,0,0,1,0,1,6,1,1,0.99609494
1462,74421166,6807502,Meehambee Dolmen,q6807502$C37409BA-6822-49D7-B1AA-C800199B1C6E,,625,coordinate location,"{""latitude"": 53.411944, ""longitude"": 8.019722}",,"{""latitude"": 53.411944, ""longitude"": -8.019722}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,1060.8286440067322,1,1,0,0,0,0,1,6,1,6,0.9739077
1470,1959424884,3492,Sumatra,q3492$EBD5144E-2C49-407B-B591-D83FBADF9FBF,,625,coordinate location,"{""latitude"": 0, ""longitude"": 102}",,"{""latitude"": 0, ""longitude"": 101.997}",,globecoordinate,UPDATE,PROPERTY_VALUE,island,"island in western Indonesia, westernmost of the Sunda Islands",,,property_value_update,,0.0,2.941176470588347e-05,0.0,0.0,False,True,0.3335847799342213,0,0,0,0,1,0,0,0,0,0,0.99034685
1477,2135514818,321950,Teatro Comunale,Q321950$B4CB0B75-4606-4357-BA2F-1DA51D6F46EC,,625,coordinate location,"{""latitude"": 11.6203916072845, ""longitude"": 44.8376317513013}",,"{""latitude"": 44.837631944444446, ""longitude"": 11.620391944444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,"opera house, theatre building",theater in Ferrara,,,property_value_update,,2.8585301993038676,0.7408339492839697,0.0,0.0,True,True,4857.939127687013,0,0,1,0,1,0,0,0,0,0,0.992892
1481,761150110,49303220,Itkillik Lake,Q49303220$373AC334-21A8-4A68-A5FC-F05BC9259126,,625,coordinate location,"{""latitude"": 68.40257, ""longitude"": -149.92165}",,"{""latitude"": 68.4025, ""longitude"": -149.92166666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,1.0233533622171981e-06,1.1116920075766776e-07,0.0,0.0,False,False,0.007813479147011,1,1,0,1,1,0,1,4,1,4,0.98089075
1492,2151577779,77644,Isla de Ratones,Q77644$05241867-E9E6-4F47-BB44-B2A5C607B569,,625,coordinate location,"{""latitude"": 17.955, ""longitude"": -66.68138889}",,"{""latitude"": 17.9530236, ""longitude"": -66.6810071}",,globecoordinate,UPDATE,PROPERTY_VALUE,island,"uninhabited island in Ponce, Puerto Rico",,,property_value_update,,0.00011007518796973872,5.725585599625485e-06,0.0,0.0,False,False,0.22344564680030474,1,1,1,0,0,1,1,3,1,2,0.99156034
1496,748259773,49302371,Fish Lake,Q49302371$1CD9A89E-189B-485A-A62E-B596812FD4A5,,625,coordinate location,"{""latitude"": 46.81756, ""longitude"": -114.91228}",,"{""latitude"": 46.8175, ""longitude"": -114.91222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,1.2815704192556925e-06,5.027990046005413e-07,0.0,0.0,False,False,0.00799004273017108,1,1,0,1,1,0,1,4,1,4,0.9754982
1522,751448884,49303515,Ladder Lake,Q49303515$845A2D85-4E31-4221-9F2E-B6E467120906,,625,coordinate location,"{""latitude"": 37.06896, ""longitude"": -118.62011}",,"{""latitude"": 37.068888888889, ""longitude"": -118.62}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,1.918346535696986e-06,9.273301128475007e-07,0.0,0.0,False,False,0.012560794375148824,1,1,1,0,0,1,1,2,1,3,0.97998667
1542,269162922,243851,Coudekerque-Branche,q243851$4C471DE7-1C7E-4189-A15B-81D26F76DBA5,,625,coordinate location,"{""latitude"": 51.025277777778, ""longitude"": 2.3916666666667}",,"{""latitude"": 51.024722222222, ""longitude"": 2.3908333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"French commune in the Nord department, Hauts-de-France",,,property_value_update,,1.0887849712792843e-05,0.0003484320557770308,0.0,0.0,False,False,0.0849296541901037,1,1,0,0,0,0,1,2,1,2,0.9932279
1551,121172303,147617,El Dorado,Q147617$D44D7D94-BF2C-4FC9-AF42-B7E9A305D9D4,,625,coordinate location,"{""latitude"": 29.8, ""longitude"": 95.23333333}",,"{""latitude"": 29.8, ""longitude"": -95.233333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,neighborhood,"neighborhood in Houston, Texas",,,re_formatting,,0.0,2.0000000000349982,0.0,1.0,False,False,13295.7063316119,1,1,0,0,1,0,1,8,1,1,0.9891714
