revision_id,entity_id,value_id,property_id,change_target,property_label,old_value,old_value_label,new_value,new_value_label,label
534272389,39978,Q39978$ddebd576-439c-d1a8-1613-e7d8b4e2c4e4,1477,,birth name,"""Michel de Nostredame""",,"""Michel de Nostradame""",,
535762756,36494,description,-2,,description,"""language""",,"""Mayan language spoken by the K'iche' people""",,
539030082,41654,Q41654$94525f9d-42c4-b786-8bc1-056bbc6dc653,39,,position held,"""Q39018""",emperor,"""Q18577504""",Byzantine emperor,
547114301,34002,label,-1,,label,"""Sundanese""",,"""Sunda""",,
549182397,38000,label,-1,,label,"""Grand Basset Griffon Vendéen""",,"""Large Vendeen Griffon Basset""",,
551908804,25467,Q25467$cac17a9f-4983-0c8b-b189-e9157696341c,31,,instance of,"""Q514989""",passenger transport executive,"""Q7835189""",transport authority,
553888922,23770,description,-2,,description,"""an Italian-Dutch satellite used for X-ray astronomy""",,"""Italian-Dutch satellite used for X-ray astronomy""",,
553889603,33034,description,-2,,description,"""a listing of commemorations that take place on December 31 in the Eastern Orthadox religion""",,"""listing of commemorations that take place on December 31 in the Eastern Orthadox religion""",,
560648323,42824,q42824$2DCE1138-E752-41C4-9728-2C9280B31F8F,150,,contains the administrative territorial entity,"""Q548635""",General Carneiro,"""Q2013037""",Figueirópolis d'Oeste,
563053632,32,Q32$09792516-461c-5e54-afb2-3a975b0f5860,31,,instance of,"""Q123480""",landlocked country,"""Q185441""",member state of the European Union,
567461193,16873,description,-2,,description,"""Uruguayan novenlist""",,"""Uruguayan novelist""",,
569809403,11277,Q11277$48F9B8C1-A61A-4898-92F5-01FA59265AE5,571,,inception,"""+1939-01-01T00:00:00Z""",,"""+1930-00-00T00:00:00Z""",,
574190099,32587,description,-2,,description,"""locality and former civil parish of Fornos de Algodres, Portugal""",,"""civil parish of Fornos de Algodres, Portugal""",,
576025081,25407,Q25407$F7AB8069-30D8-4ECC-84D7-EB6BE4C0D55D,3417,,Quora topic ID,"""Bumble""",,"""Bumble-bees""",,
579318983,32561,description,-2,,description,"""village in Gouveia, Portugal""",,"""town and civil parish in Gouveia""",,
579363010,12297,q12297$6B68BE7E-F9E3-41AC-8EBD-E3333906E023,286,,head coach,"""Q1339589""",Marcelino García Toral,"""Q1332523""",Javier Calleja,
580908646,32705,description,-2,,description,"""village in Portugal""",,"""locality and former civil parish in Portugal""",,
581025641,38920,label,-1,,label,"""Livestock guardian dog""",,"""livestock guardian dog""",,
581546243,12101,Q12101$EBE0B94E-799C-41D8-A44D-69AFF36B478F,31,,instance of,"""Q2074737""",municipality of Spain,"""Q33146843""",municipality of Catalonia,
587819004,32172,label,-1,,label,"""Honoured Master of Sports of the Ukraine""",,"""Honored Master of Sports of the Ukraine""",,
588429328,42365,description,-2,,description,"""early form of the English language""",,"""West Germanic language, early form of English, spoken circa 450–1100""",,
588462170,2432,Q2432$CADCE414-2BC8-4B64-BD96-362283F51EC4,527,,has part(s),"""Q16630930""",,"""Q13067916""",December 1984,
590836375,34147,Q34147$2A417DA0-9624-4385-B777-E296158B7A7A,424,,Wikimedia language code,"""vls""",,"""nl""",,
592009235,39086,description,-2,,description,"""Wikipedia disambiguation page""",,"""Wikimedia disambiguation page""",,
592677972,6526,Q6526$9EB5AFF1-5613-4A0D-8EF4-33FF57BBC1B3,2046,,area,"""+52300000""",,"""+52.29""",,
593463255,9030,Q9030$667D8FB5-BA28-4960-903F-F91089BFD82E,31,,instance of,"""Q34442""",road,"""Q313301""",autobahn in Germany,
598225133,8329,Q8329$B392C2AB-711D-494F-9B44-31C16961537B,3417,,Quora topic ID,"""Parakeet""",,"""Parakeets""",,
599568311,42267,Q42267$C23771AC-4782-4615-B89A-7AA294BDE41E,1352,,ranking,"""+1720""",,"""+6""",,
602885213,27971,Q27971$3DEAD3A5-1AE9-44A3-A552-1950ACB26D87,1352,,ranking,"""+13368""",,"""+47""",,
602964978,859,q859$1443C797-48C4-4DE2-ABE4-BA15572400B5,20,,place of death,"""Q1524""",Athens,"""Q844930""",Classical Athens,
603851298,34046,description,-2,,description,"""Wikimedia list article""",,"""Wikipedia list article""",,
605604219,814,label,-1,,label,"""Nicole Natalie Marrow""",,"""Coco Austin""",,
606691732,38343,Q38343$3A33E8EF-DCD5-423C-BE76-D253AD6500A1,156,,followed by,"""Q6816242""",Men and the City,"""Q7734880""",The Fortified Castle,
607438842,14132,Q14132$941C9317-E832-4219-BB2C-E5D52AF9EEEE,1352,,ranking,"""+33310""",,"""+118""",,
608351382,17177,Q17177$0D9FE92B-DAAE-4D16-B8FF-4E7AFBDAE2D7,2873,,time in space,"""+3132""",,"""+7512.26""",,
610537621,345,Q345$99c91314-4157-9207-2e7e-04e989fac7a8,569,,date of birth,"""-100-01-01T00:00:00Z""",,"""-100-00-00T00:00:00Z""",,
612001639,1530,Q1530$04d109b3-4344-4196-976c-0adcb2afdea5,1448,,official name,"""بەخد""",,"""بەغدا""",,
613365886,17515,Q17515$AA0E9E56-4F85-430C-B90E-577E30844D73,734,,family name,"""Q21493331""",,"""Q12369639""",Maradona,
614711439,23661,description,-2,,description,"""combined urban area of the cities of Wellington, Lower Hutt, Upper Hutt, and Porirua, New Zealand""",,"""urban area of the cities of Wellington, Lower Hutt, Upper Hutt, and Porirua, New Zealand""",,
615390546,40996,description,-2,,description,"""Automobile manufacturer.""",,"""Automobile manufacturer""",,
617092697,10379,Q10379$cd1ad28d-43fb-0363-2941-3bb48f2a6a38,18,,image,"""Diagram_of_the_human_heart_(cropped)_es.svg""",,"""Diagram of the human heart (cropped) es.svg""",,
617644174,40334,Q40334$60E98A6C-9E9D-4EBF-98F7-B847A5EB3400,31,,instance of,"""Q41799425""",jamo,"""Q371580""",list of hangul jamo,
618366999,7726,label,-1,,label,"""Joseph Bonaparte""",,"""Joseph Buonaparte""",,
619504733,11403,description,-2,,description,"""Brazilian musical genre (for the dance, see Q1375949)""",,"""Brazilian music genre (for the dance, see Q1375949)""",,
619505479,25116,description,-2,,description,"""musical genre""",,"""music genre""",,
621018245,21118,label,-1,,label,"""Acanthophippium""",,"""Acanthephippium""",,
623882512,8356,description,-2,,description,"""capital city of the autonomous region of Castile and León and the Province of Valladolid in Spain""",,"""capital city of the autonomous region of Castile  and the Province of Valladolid in Spain""",,
625300393,409,Q409$74F35C32-2C68-4EA2-8A6D-F834F7E623B3,3192,,Last.fm ID,"""Bob Marley""",,"""Bob+Marley""",,
625375251,31503,Q31503$3FA02C8B-1CCF-4AC5-9A88-F79DB5AC7B9E,1792,,category of associated people,"""Q32644739""",,"""Q7922466""",Category:People of Neustadt an der Aisch,
630947840,10602,description,-2,,description,"""English footballer""",,"""English association football player""",,
644916474,21245,q21245$0F300FC6-E321-442A-861C-D4AA9ACA99AB,131,,located in the administrative territorial entity,"""Q1397655""",canton of Drulingen,"""Q17622569""",canton of Ingwiller,
645948489,176,Q176$6ed00776-4561-4903-250c-4a15d674907b,35,,head of state,"""Q1368389""",Pierre Duchesne,"""Q9682""",Elizabeth II,
650840090,7868,description,-2,,description,"""The basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.""",,"""the basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.""",,
653000077,14887,Q14887$7808D7AE-CE05-4D7C-99E4-A70CAF0E5619,856,,official website,"""http://www.neumarkt.de""",,"""https://www.neumarkt.de/""",,
654361458,40040,Q40040$8276abca-4819-ad4e-16a3-5523a0b124cc,2046,,area,"""+1559159.148""",,"""+1559146876""",,
654916480,42519,label,-1,,label,"""grey""",,"""gray""",,
656004064,36184,Q36184$c4c9d65b-4142-5a09-2eb4-b342e521a7f4,136,,genre,"""Q20669641""",Gothic fiction,"""Q19715429""",Gothic literature,
658935589,8678,q8678$6DE8C620-5876-4D28-9018-2FC11CD6499F,373,,Commons category,"""Rio de Janeiro city""",,"""Rio de Janeiro (city)""",,
659592584,17037,Q17037$05c7b7cd-4b5e-89f8-2f3d-50739281442f,609,,terminus location,"""Q1055""",Hamburg,"""Q1068""",Wilhelmsburg,
660871430,14799,Q14799$7b36579f-44bc-0e5c-79c2-e1d0fab49a54,452,,industry,"""Q581105""",consumer electronics,"""Q11650""",electronics,
662548688,15280,description,-2,,description,"""British chef, writer and TV presenter""",,"""British chef, writer and television presenter""",,
662953342,1655,Q1655$38EA8BEF-C5E9-40F1-B99F-E322BE2E661A,1344,,participant in,"""Q18193712""",athletics at the 2016 Summer Olympics,"""Q26219858""",athletics at the 2016 Summer Olympics – men's 400 metres,
663116931,41314,description,-2,,description,"""American chess player, and chess writer""",,"""American chess player and chess writer""",,
664226701,25057,description,-2,,description,"""1985 dystopian film""",,"""1985 dystopian film by Terry Gilliam""",,
665476443,16362,q16362$1999A63E-57DC-4DD1-AA5E-8C19346E4264,18,,image,"""Droit fr.png""",,"""Droit fr.svg""",,
665804959,8495,Q8495$3b15d687-41ba-8d59-f709-bed7e5bb7f0f,31,,instance of,"""Q27643250""",,"""Q25403900""",food ingredient,
666169091,18221,q18221$E224E22C-84D0-4371-9823-E872A190087F,94,,coat of arms image,"""Coat of arms of the Turks and Caicos Islands.svg""",,"""Coat-of-arms-of-the-Turks-and-Caicos-Islands.svg""",,
666807273,524,Q524$68612666-4ea0-fa8c-e3b2-b882d3457516,31,,instance of,"""Q21002266""",,"""Q1330974""",active volcano,
668386967,21156,Q21156$8ed7f3b9-43e0-cdae-4b30-322e281267ea,18,,image,"""Mandø.Denmark.3.jpg""",,"""Koresandkarte1880w.jpg""",,
668627234,27489,description,-2,,description,"""Dutch truck manufacturing company.""",,"""Dutch truck manufacturing company""",,
670337903,36812,Q36812$f64af8ff-4f6e-d70b-4e39-f4b7e758de06,106,,occupation,"""Q207293""",crown prince,"""Q2478141""",aristocrat,
670665804,40156,Q40156$B16BC5A4-3155-449F-B60F-7C50017D794E,3417,,Quora topic ID,"""Mitsubishi-Zero""",,"""Mitsubishi-A6M-Zero""",,
671132677,39499,Q39499$FE46F6FE-ECF4-4ABA-B3D4-4976909E0479,3064,,LepIndex ID,"""65391.0""",,"""65391""",,
672952258,2348,q2348$488C4E31-303A-4393-B4D8-78F2EE669BEE,373,,Commons category,"""Neutron""",,"""Neutrons""",,
674102918,5515,description,-2,,description,"""historic high school in the city of Treviso, Italy""",,"""classical lyceum in Treviso in the province of Treviso (Italy)""",,
674973531,40166,q40166$ac6fc6bd-459c-ad2d-1127-27153b5773d1,156,,followed by,"""Q6129617""",,"""Q6052688""",Assassin's Creed IV: Black Flag,
676564057,20034,description,-2,,description,"""flat rectangle-shaped pasta, and also a dish in Italian cuisine""",,"""dish in Italian cuisine""",,
678363664,26415,description,-2,,description,"""Chris Isaak/HIM song""",,"""Chris Isaak song""",,
680750225,1986,Q1986$DF0E8F88-AB3B-4272-929C-4E0518373058,527,,has part(s),"""Q1150104""",July 2003,"""Q1190193""",September 2003,
680946808,13358,Q13358$97187954-1982-4558-B7DB-8D6E1DF58CBB,910,,topic's main category,"""Q32657841""",,"""Q31533178""",Category:Megleno-Romanian language,
681057102,8581,Q8581$ea57ed27-45d7-080f-1230-a2c008e72e5e,607,,participated in conflict,"""Q233568""",Battle of Hattin,"""Q815161""",Siege of Jerusalem,
683702393,4434,description,-2,,description,"""Wikimedia disambiguation page (2)""",,"""Wikimedia disambiguation page""",,
683782229,4032,Q4032$98191A1B-0984-44B6-B05F-68E2A0028A15,355,,child organization/unit,"""Q30262267""",,"""Q3214458""","Laboratoire de Géologie de Lyon, Earth - Planets - Environment",
683866627,3884,Q3884$74E8F8C8-46AB-4F70-9657-5DE1E26899C2,452,,industry,"""Q126793""",retail,"""Q484847""",e-commerce,
683978637,155,Q155$811643cf-43e6-f535-ad7c-645a2c7984d4,41,,flag image,"""Flag of Brazil (1968-1992).svg""",,"""Flag of Brazil (1968–1992).svg""",,
685466831,23954,description,-2,,description,"""jazz band leader and dancer.""",,"""jazz band leader and dancer""",,
685497567,7447,description,-2,,description,"""American spectroscopist and chemical educator.""",,"""American spectroscopist and chemical educator""",,
685499035,29341,description,-2,,description,"""American athlete.""",,"""American athlete""",,
686021554,37437,description,-2,,description,"""the scientific field that studies the inner structure of sentences.""",,"""the scientific field that studies the inner structure of sentences""",,
692668245,25724,Q25724$B30D9E54-0107-455F-B6BA-A0F7DFF497D3,1791,,category for people buried here,"""Q32391051""",,"""Q32359390""",,
694937259,42267,Q42267$8e63f138-48d2-432b-f9fe-d46a4f1d9218,1448,,official name,"""Selección de fútbol de España""",,"""Selección de fútbol del  España""",,
695107267,16105,Q16105$072dc986-489f-8777-2a02-511d0d9f8619,31,,instance of,"""Q515""",city,"""Q42744322""",urban municipality in Germany,
700185758,2184,Q2184$C2B58D12-D52E-452F-ABC4-1EE1791C0867,41,,flag image,"""Flag of the Russian Soviet Federative Socialist Republic (1937-1954).svg""",,"""Flag of the Russian Soviet Federative Socialist Republic (1937–1954).svg""",,
700466379,42138,description,-2,,description,"""denotes the link between a person and a state or an association of states""",,"""denotes the link between a person and a state or an association of states.""",,
701663216,8179,label,-1,,label,"""Pangkal Pinang""",,"""Pangkalpinang""",,
701785074,40758,description,-2,,description,"""potentially active volcano or Stratovolcano and the highest peak in Ira""",,"""potentially active volcano or Stratovolcano and the highest peak in Iran""",,
703123020,19444,description,-2,,description,"""professional association football club based in Birmingham, England""",,"""association football club""",,
707402876,19090,Q19090$8190ee1c-45f5-7969-13fc-88d0726d7389,4483,,INDUCKS story ID,"""QMF++21""",,"""QMF  21""",,
707616023,1309,Q1309$190d9ac5-43fd-f047-5b45-08b145febfd7,1383,,contains settlement,"""Q1309""",Maastricht,"""Q39260185""",,
713117871,65,description,-2,,description,"""city in California, second largest city in the United States by population""",,"""county seat of Los Angeles County, California, second largest city in the United States by population""",,
713825287,27733,description,-2,,description,"""footballer""",,"""French footballer""",,
713825585,27795,description,-2,,description,"""footballer""",,"""Brazilian footballer""",,
715173790,31971,description,-2,,description,"""serialized story by Thelma Strabel""",,"""1942 adventure color film starring Ray Milland, John Wayne, Paulette Goddard, Robert Preston, and Susan Hayward, and directed by Cecil B. DeMille, based on a serialized story written by Thelma Strabel in 1940 for The Saturday Evening Post""",,
715531717,2887,Q2887$8BFCCE38-2E97-48FA-9D3E-901622ADC174,2046,,area,"""+1140""",,"""+837.89""",,
716043099,36519,label,-1,,label,"""Ha Giang""",,"""Hà Giang""",,
717199958,33354,label,-1,,label,"""Ca Mau""",,"""Cà Mau""",,
717509929,2109,Q2109$20C8D7F2-1ECB-415E-B296-C35034174662,1313,,office held by head of government,"""Q54830873""",,"""Q16579360""",intendant of Arica and Parinacota,
718029593,25362,q25362$FB9EF465-6A62-4D99-8190-48295BD6A8F7,625,,coordinate location,"{""latitude"": 17.916667, ""longitude"": -62.833333}",,"{""latitude"": 17.897728, ""longitude"": -62.8342438}",,
719807145,5815,Q5815$b0d0c4db-4db9-6c28-bcf8-6aa6a18e995b,17,,country,"""Q2184""",Russian Soviet Federative Socialist Republic,"""Q2305208""",Russian Socialist Federative Soviet Republic,
720916236,16006,Q16006$FD7D044B-346C-4AD3-9860-BF1CB89CDBC7,571,,inception,"""+1300-01-01T00:00:00Z""",,"""+1300-00-00T00:00:00Z""",,
721907750,20192,Q20192$3d4581b0-4538-2fd8-4e08-fdfde5c74ce2,3858,,route diagram template,"""Q22899881""",,"""Q18670087""",,
722536414,38076,Q38076$386fe5ab-4e60-9b0b-ad08-b4b5d72801bb,361,,part of,"""Q242345""",S&P 500,"""Q1546793""",S&P 100,
723208020,1454,Q1454$2DC27D73-0485-4918-BEEA-90F3683058CC,208,,executive body,"""Q53709975""",,"""Q7225184""",State of North Carolina,
728468357,28601,Q28601$D2AADA23-B779-4E49-BB50-DCB123F86FE0,131,,located in the administrative territorial entity,"""Q9178""",Mahakali Zone,"""Q25104019""",Sudurpashchim Province,
730296608,15024,Q15024$3801ba03-4ac1-41f1-0f92-bd39f9cd588c,734,,family name,"""Q2603704""",Zeng,"""Q30669477""",Tsang,
733439745,19309,Q19309$53D12449-A4D0-4195-A1F8-0F7B84900F18,570,,date of death,"""+531-01-01T00:00:00Z""",,"""+531-00-00T00:00:00Z""",,
740003598,12284,Q12284$6b6bf59b-468b-ce8f-d54c-8c73d26810e9,279,,subclass of,"""Q355304""",watercourse,"""Q29843001""",,
744865793,816,description,-2,,description,"""state in the United States of America""",,"""state of the United States of America""",,
745208472,9684,Q9684$c176a53c-494d-d59c-3bf1-e1014298819b,452,,industry,"""Q38926""",news,"""Q11030""",journalism,
746929726,904,Q904$82E1AD50-8505-4E91-802B-5077187C49B3,31,,instance of,"""Q21191019""",Japanese television series,"""Q11086742""",anime television program,
747206076,19045,Q19045$1ec5b400-4c36-3fdf-e68c-b6316810f3e1,1477,,birth name,"""Mario Jose Molina Enríquez""",,"""Mario Jose Molina Henríquez""",,
749927160,32692,Q32692$0290CD25-7043-47F7-84A8-FF9A13262733,421,,located in time zone,"""Q56651045""",,"""Q843589""",Western European Time,
751279337,631,Q631$39010957-E4D7-4812-9CFB-A987FBD90351,2002,,X (Twitter) username,"""inter""",,"""@Inter_en""",,
751705762,5296,Q5296$83C58091-8F20-4519-99DD-C23BD4F64DA4,31,,instance of,"""Q14204246""",Wikimedia project page,"""Q215627""",person,
752367739,10876,Q10876$5E2279CE-5B6D-4790-A461-039C58DCBA19,1843,,taxon common name,"""真正細菌""",,"""細菌""",,
754177134,4778,description,-2,,description,"""neighborhood in the Chamartín district, Madrid, Spain""",,"""neighborhood in Madrid""",,
754897468,32770,Q32770$15d40354-4f52-7535-3418-f30f92fe2b74,793,,significant event,"""Q14713606""",,"""Q596643""",ship launching,
755710228,865,q865$d9ac9391-49c9-594d-1803-ad84a5b86db4,242,,locator map image,"""Taiwan (orthographic projection; southeast Asia centered).svg""",,"""LocationTaiwan.svg""",,
756781996,35323,Q35323$2469c0d3-406d-efea-4fc1-4796d7eeaa5e,279,,subclass of,"""Q5""",human,"""Q62928""",Semitic people,
757071238,35086,Q35086$a2f78c36-4c20-022d-fa94-9d2196647242,474,,telephone country code,"""+500 x""",,"""+500""",,
757494588,152,Q152$7cafe731-4799-92b6-0279-12077d8704f8,31,,instance of,"""Q502895""",common name,"""Q55983715""",organisms known by a particular common name,
