revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,main_entity_type,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity
1419851536,289570,Etienne Constantin de Gerlache,Q289570$9ea7a7b6-dd03-4cd9-a71b-e25c4e6b0df3,,140,religion or worldview,"""Q9592""",Catholic Church,"""Q1841""",Catholicism,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Belgian noble, lawyer and politician (1785-1871)""","""Christian doctrine professed by the Catholic Church""","""largest Christian Church, made up of 24 autonomous Churches in communion with the Pope""",property_value_update,
170506740,183283,Ashura,Q183283$51c33f30-46ec-9682-6e3c-7e186b6088ba,,837,day in year for periodic occurrence,"""Q65265""",10 Muharram,"""Q184591""",10,wikibase-entityid,UPDATE,PROPERTY_VALUE,"day, event, religious holiday","""tenth day of the month of Muharram in islamic calendar""","""1979 film by Blake Edwards""","""10th day of Muharram in the Islamic calendar""",link_change,
369032666,336328,flag of Christmas Island,Q336328$3FC90B8D-B434-43E5-8558-8D2DA7406900,,31,instance of,"""Q14660""",flag,"""Q186516""",national flag,wikibase-entityid,UPDATE,PROPERTY_VALUE,flag of a country subdivision,"""flag of the Australian territory of Christmas Island""","""flag of a country or nation""","""distinctive image used as a symbol, traditionally embodied as a piece of fabric""",refinement,
48165876,41309,Franz Liszt,q41309$8c8d7aaf-434d-7a48-e1d9-299841153e22,,103,native language,"""Q9067""",Hungarian,"""Q188""",German,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Hungarian romantic composer and virtuoso pianist (1811–1886)""","""West Germanic language spoken mainly in Central Europe""","""Uralic language""",property_value_update,
185997287,140133,15000 CCD,Q140133$410a74ac-4fb4-fb15-3c06-ae481204201c,,138,named after,"""Q246380""",CCD,"""Q189880""",charge-coupled device,wikibase-entityid,UPDATE,PROPERTY_VALUE,asteroid,"""asteroid""","""device for the movement of electrical charge""","""Wikimedia disambiguation page""",property_value_update,
1777856520,210692,A Just Russia,Q210692$B7126CB5-29B0-4258-BB34-E5C457BEC241,,159,headquarters location,"""Q649""",Moscow,"""Q1899""",Kyiv,wikibase-entityid,UPDATE,PROPERTY_VALUE,political party,"""political party in Russia""","""capital and largest city of Ukraine""","""capital and most populous city of Russia""",property_value_update,
97570496,160726,Ang Lee,Q160726$cf79329b-48d7-6b17-f42f-e0fe12a50698,,166,award received,"""Q180675""",84th Academy Awards,"""Q19020""",Academy Awards,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Taiwanese film director, screenwriter and  producer (born 1954)""","""annual awards for cinematic achievements""","""American movie award ceremony""",unrefinement,
5837031,1527,Minnesota,q1527$A8752B5C-AF91-4B62-97B1-E2EF0E5E27C2,,47,shares border with,"""Q1062""",Lake Ontario,"""Q1904""",Ontario,wikibase-entityid,UPDATE,PROPERTY_VALUE,U.S. state,"""state of the United States of America""","""province of Canada""","""one of the Great Lakes in North America""",unrefinement,
1753518281,166177,Ballon d'Or,Q166177$a387b433-477a-37e1-732f-ea351a6489f7,,1346,winner,"""Q615""",Lionel Messi,"""Q1912""",Karim Benzema,wikibase-entityid,UPDATE,PROPERTY_VALUE,"recurring event, sports award, trophy","""annual association football award""","""French footballer (born 1987)""","""Argentine association football player (born 1987)""",property_value_update,
1385605869,203726,Laki,Q203726$70746F50-96A6-4CF9-BC49-478CBD6A7256,,61,discoverer or inventor,"""Q189""",Icelanders,"""Q191356""",Icelanders,wikibase-entityid,UPDATE,PROPERTY_VALUE,"fissure vent, volcanic crater","""volcanic fissure in the south of Iceland""","""ethnic group native to Iceland; citizens or residents of Iceland""","""Nordic island country in the North Atlantic Ocean""",link_change,
1239563622,211283,Bob Hoskins,Q211283$8C438422-FA9B-46ED-98CF-131DEB95AD49,,140,religion or worldview,"""Q5043""",Christianity,"""Q6423963""",Anglicanism,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""English actor (1942–2014)""","christian tradition developing out of the practices, liturgy and identity of the Church of England","""Abrahamic monotheistic religion""",property_value_update,
1396853692,368668,The Miracle,q368668$038A9B11-7688-47B8-BA97-85B6BF678C10,,264,record label,"""Q183412""",EMI,"""Q193023""",Capitol Records,wikibase-entityid,UPDATE,PROPERTY_VALUE,"single, song","""single from Queen's 1989 album""","""American record label""","""defunct British music recording and publishing company""",property_value_update,
517336286,271421,Torsten Nils Wiesel,Q271421$A3CE3B03-93A7-40F1-9D5A-4768BFFB7CB2,,108,employer,"""Q19372""",Carrù,"""Q193727""",Johns Hopkins University,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Swedish neuroscientist""","""private university in Baltimore, Maryland, USA""","""commune in Italy""",property_value_update,
1569857242,19587,Crewe Alexandra F.C.,q19587$8A6F8544-E20A-4ABE-9947-D5D5BB721A99,,118,league or competition,"""Q48837""",EFL League Two,"""Q19565""",EFL League One,wikibase-entityid,UPDATE,PROPERTY_VALUE,association football club,"""association football club in Crewe, England""","""division in English football league system""","""football league which is the fourth tier in the English football pyramid""",property_value_update,
1569845303,19498,Sheffield Wednesday F.C.,q19498$93119923-7335-4CA0-B2D2-E65F446B9BFD,,118,league or competition,"""Q19510""",EFL Championship,"""Q19565""",EFL League One,wikibase-entityid,UPDATE,PROPERTY_VALUE,association football club,"""association football club in Sheffield, England""","""division in English football league system""","""second tier of the football pyramid of professional football league in England""",property_value_update,
650198161,205895,landmass,Q205895$6c46a4b2-43c7-8f16-610d-ee669a9a59b1,,361,part of,"""Q634""",planet,"""Q2""",Earth,wikibase-entityid,UPDATE,PROPERTY_VALUE,"physico-geographical object, region","""contiguous area of land surrounded by ocean; large continuous area of land, either surrounded by sea or contiguous with another landmass""","""third planet from the Sun in the Solar System""","""celestial body directly orbiting a star or stellar remnant""",refinement,
1916561169,87155,Theodor Creizenach,q87155$E61C096A-7275-4377-8098-DFC89F7EDDDC,,27,country of citizenship,"""Q183""",Germany,"""Q20135""",Grand Duchy of Hesse,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""German poet (1818–1877)""","""member state of the German Confederation & the German Empire (1806–1918)""","""country in Central Europe""",property_value_update,
1649182704,196546,Syed Ahmed Khan,Q196546$f444c0c7-404c-a6d5-57c9-41a345c5d942,,119,place of burial,"""Q196544""",Aligarh Muslim University,"""Q201832""",Aligarh,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Indian Muslim reformer and social activist (1817–1898)""","""city in Aligarh district of Uttar Pradesh, India""","""public university in Aligarh, Uttar Pradesh, India""",link_change,
1786748795,434040,Pierre Petit,q434040$9c24cc3f-4cf5-283e-252c-96f8b15aa21d,,20,place of death,"""Q90""",Paris,"""Q201982""",Clichy,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""French composer (1922-2000)""","""commune in Hauts-de-Seine, France""","""capital city and largest city of France""",refinement,
654456444,21102,beagle,Q21102$c3a288d3-4e49-6b08-190b-6d206f59a180,,279,subclass of,"""Q144""",dog,"""Q202691""",doge,wikibase-entityid,UPDATE,PROPERTY_VALUE,"dog breed, Hound, hunting dog","""dog breed""","""chief of state in Italian city-states""","""domestic animal""",property_value_update,
807091471,270740,Samuel of Bulgaria,Q270740$B906A69F-78BC-4319-B46C-F6845CF25A1B,,27,country of citizenship,"""Q219""",Bulgaria,"""Q203817""",First Bulgarian Empire,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Bulgarian ruler""","""medieval Bulgar-Slavic and later Bulgarian state that existed in Southeastern Europe between the 7th and 11th centuries AD.""","""country in Southeast Europe""",refinement,
197559059,254967,Petersdorf,label,,-1,label,"""Petersdorf, Bavaria""",,"""Petersdorf""",,string,UPDATE,PROPERTY_VALUE,non-urban municipality in Germany,"""municipality of Germany""",,,unrefinement,
1509079876,393014,Agersø,Q393014$9E5170C5-3CF8-4689-8AA5-A1188DD83304,,206,located in or next to body of water,"""Q545""",Baltic Sea,"""Q204715""",Great Belt,wikibase-entityid,UPDATE,PROPERTY_VALUE,island,"""island""","""strait of Denmark""","""sea in Northern Europe""",property_value_update,
1230144315,11959,Alicante,q11959$59891004-1C17-4FDB-988C-F64ABCD0AF0B,,131,located in the administrative territorial entity,"""Q54936""",Province of Alicante,"""Q2046431""",Alacantí,wikibase-entityid,UPDATE,PROPERTY_VALUE,"big city, city, municipality of Spain, municipality of the Valencian Community","""city in Valencian Community, Spain""","comarque of the Valencian Community, Spain","""province in Spain""",refinement,
711305350,248935,Stefan Bryła,q248935$4373B7DC-12CF-4541-9F39-1A57A274E420,,106,occupation,"""Q81096""",engineer,"""Q205375""",inventor,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Polish civil engineer (1886-1943)""","""person that devises a new device, method, composition, or process""","""professional practitioner of engineering""",property_value_update,
728380803,216016,Nahum Goldmann,Q216016$8A7A62FC-429C-4507-8E8C-4F39FB2DBFD8,,119,place of burial,"""Q1218""",Jerusalem,"""Q206161""",Mount Herzl,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Founder and long-standing President of the World Jewish Congress""","""site of Israel's national cemetery in Jerusalem""","""city in the Middle East, holy to the three Abrahamic religions, capital of the State of Israel""",refinement,
991174108,369924,Hey Joe,q369924$5F9AC813-1A26-40DF-A768-1D9B545BD739,,31,instance of,"""Q7366""",song,"""Q207628""",composed musical work,wikibase-entityid,UPDATE,PROPERTY_VALUE,musical work/composition,"""song written and composed by Billy Roberts""","""original piece or work of music, either vocal or instrumental""","""musical composition for voice(s)""",unrefinement,
547166860,389239,Cape Sōya,Q389239$6A330B8F-1026-4C4F-8285-742722CF742F,,206,located in or next to body of water,"""Q98""",Pacific Ocean,"""Q208054""",La Pérouse Strait,wikibase-entityid,UPDATE,PROPERTY_VALUE,"cape, headland","""cape""","""strait between Sakhalin Island and Hokkaidō, Japan""","""ocean between Asia, Australia and the Americas""",property_value_update,
7503896,23204,Hampshire,q23204$4EA7D1BB-8890-4E42-94A3-659A9248D200,,131,located in the administrative territorial entity,"""Q48015""",South East England,"""Q21""",England,wikibase-entityid,UPDATE,PROPERTY_VALUE,ceremonial county of England,"""ceremonial county of England""","""country in north-west Europe, part of the United Kingdom""","""region of England""",unrefinement,
178731586,71027,Karl Abraham,q71027$916C9D0D-9C2C-41B1-AA5F-B40D16B1EB27,,106,occupation,"""Q7867""",psychiatrist,"""Q211346""",psychiatrist,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""German psychoanalyst (1877–1925)""","""physician who specializes in psychiatry""","""branch of medicine devoted to the study, diagnosis, treatment, and prevention of mental disorders""",link_change,
106228332,134211,polo,Q134211$5c5da3df-4fd7-a606-cbb2-d05e94f72d83,,279,subclass of,"""Q349""",sport,"""Q216048""",team sport,wikibase-entityid,UPDATE,PROPERTY_VALUE,"equestrian sport, team sport, type of sport, Wikimedia duplicated page","""equestrian team sport""","""type of sport""","""forms of recreational activity, usually physical""",refinement,
5792385,5758,Bad Aibling,q5758$2A9787C5-83D9-43A1-B502-7C0B2FAE5A11,,30,continent,"""Q193089""",Europa Island,"""Q218640""",Europa,wikibase-entityid,UPDATE,PROPERTY_VALUE,"location with peat baths, urban municipality in Germany","""city in Bavaria, Germany""","""family of European rockets""","""island in the Scattered Islands in the Indian Ocean""",link_change,
8160696,41,Greece,q41$6C6519F2-2137-455A-98CE-7ECAFE6C26F6,,47,shares border with,"""Q8241""",Category:Bulgaria,"""Q219""",Bulgaria,wikibase-entityid,UPDATE,PROPERTY_VALUE,"country, Mediterranean country, member state of the European Union, Rechtsstaat, social state, sovereign state, state, unitary state","""country in Southeast Europe""","""country in Southeast Europe""","""Wikimedia category""",link_change,
1506531682,188374,Festivali i Këngës,Q188374$ea4119de-49b8-1389-23fb-c952d2d061b8,,495,country of origin,"""Q467864""",People's Socialist Republic of Albania,"""Q222""",Albania,wikibase-entityid,UPDATE,PROPERTY_VALUE,"annual event, Eurovision Song Contest selection event, music festival, television program","""Albanian song contest, organised by the Albanian national broadcaster Radio Televizioni Shqiptar (RTSH)""","""country in southeastern Europe""","""Marxist-Leninist government of Albania (1946–1992)""",link_change,
370574678,43432,Justin Timberlake,Q43432$B8948736-3C56-4E84-8504-633EA45BD9E3,,412,voice type,"""Q27914""",tenor,"""Q223166""",countertenor,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""American singer and actor (born 1981)""","""high classical male singing voice""","""voice type, male singing voice""",refinement,
222217023,235766,Alexander Guruli,Q235766$D75B4C06-E362-4001-A8AA-906A8979A6B7,,27,country of citizenship,"""Q212""",Ukraine,"""Q230""",Georgia,wikibase-entityid,UPDATE,PROPERTY_VALUE,human,"""Georgian footballer""","""country in the Caucasus""","""country in Eastern Europe""",property_value_update,
60542458,170497,Gloucester,q170497$BEDD8B00-8BED-41D9-97BB-4FAE3EF4EB50,,131,located in the administrative territorial entity,"""Q25""",Wales,"""Q23165""",Gloucestershire,wikibase-entityid,UPDATE,PROPERTY_VALUE,"big city, city, county town, unparished area","""city and county town of Gloucestershire, England, UK""","""ceremonial county in England (use Q21694733 for administrative non-metropolitan county)""","""country in north-west Europe, part of the United Kingdom""",property_value_update,
7749651,604,136472 Makemake,q604$6C243A01-5C81-414D-9855-6C5183211117,,138,named after,"""Q604""",136472 Makemake,"""Q233674""",Makemake,wikibase-entityid,UPDATE,PROPERTY_VALUE,"asteroid, cubewano, dwarf planet","""dwarf planet in the Solar System""","""deity in Rapa Nui mythology""","""dwarf planet in the Solar System""",link_change,
554791999,389910,Le baiser de la fée,Q389910$9B16B6F4-6DBD-4FF2-9D55-C22F4745044E,,1809,choreographer,"""Q310184""",George Balanchine,"""Q235209""",Bronislava Nijinska,wikibase-entityid,UPDATE,PROPERTY_VALUE,ballet,"""ballet by George Balanchine""","""Russian ballet dancer, teacher and choreographer""","""American choreographer, dancer and ballet master (1904–1983)""",property_value_update,
11674155,9091,Belarusian,q9091$12B2A83F-8BD0-4FA2-9ED7-A55C52F5C3A0,,283,language group,"""Q144713""",East Slavic,"""Q23526""",Slavic,wikibase-entityid,UPDATE,PROPERTY_VALUE,"East Slavic, language, modern language","""East Slavic language""","""subfamily of Indo-European languages""","""language family""",unrefinement,
28680379,309228,Amastra tenuispira,q309228$ABE77CE8-2ADB-496B-B04D-AA6B34A04822,,141,IUCN conservation status,"""Q123509""",extinction,"""Q237350""",extinct species,wikibase-entityid,UPDATE,PROPERTY_VALUE,fossil taxon,"""species of mollusc""","""IUCN conservation category""","""termination of a taxon by the death of its last member""",property_value_update,
421510770,387224,F.C. Fiorentino,Q387224$C27F00F3-B9A7-4242-9FED-3DB1B8385264,,17,country,"""Q38""",Italy,"""Q238""",San Marino,wikibase-entityid,UPDATE,PROPERTY_VALUE,association football club,"""association football club""","""sovereign state in southern Europe, enclaved within Italy""","""country in Southern Europe""",refinement,
